Error Distribution Results
Graph Size: 50
Number of Instances: 50

Error Statistics:
Mean Error: 2.9080
Std Error: 1.5741
Mean Relative Error: 37.38%
Max Relative Error: 123.14%

Instance  GA             Exact          Error          Relative Error %
0         11.91          10.53          1.37           13.03          
1         13.63          8.26           5.37           64.96          
2         13.02          10.24          2.78           27.14          
3         10.44          9.23           1.20           13.05          
4         10.12          8.06           2.07           25.64          
5         13.34          5.98           7.36           123.14         
6         8.70           6.38           2.32           36.36          
7         12.23          10.09          2.14           21.21          
8         11.35          9.84           1.51           15.36          
9         8.14           5.55           2.59           46.69          
10        10.36          8.86           1.51           17.02          
11        11.86          11.30          0.56           4.98           
12        11.61          7.82           3.79           48.48          
13        12.45          8.13           4.32           53.14          
14        15.55          9.68           5.87           60.61          
15        8.93           6.46           2.47           38.17          
16        11.58          9.84           1.74           17.69          
17        11.82          7.86           3.96           50.36          
18        10.95          8.98           1.97           21.95          
19        13.04          8.79           4.25           48.33          
20        9.68           8.41           1.27           15.11          
21        11.17          8.72           2.45           28.03          
22        12.39          7.04           5.35           75.93          
23        10.89          6.34           4.55           71.72          
24        10.10          9.19           0.91           9.95           
25        11.95          9.75           2.20           22.62          
26        10.29          8.84           1.45           16.42          
27        12.78          7.89           4.89           61.94          
28        10.09          7.22           2.87           39.72          
29        11.12          7.81           3.31           42.40          
30        8.72           5.61           3.11           55.54          
31        13.76          9.17           4.59           50.02          
32        8.79           8.36           0.43           5.10           
33        10.98          7.90           3.08           38.94          
34        12.88          7.85           5.03           64.12          
35        8.09           8.09           0.00           0.00           
36        11.98          6.78           5.20           76.68          
37        12.66          9.40           3.26           34.66          
38        10.71          8.22           2.50           30.40          
39        14.07          10.12          3.95           39.00          
40        10.76          8.65           2.11           24.44          
41        10.85          9.02           1.84           20.36          
42        11.63          8.66           2.97           34.31          
43        10.78          7.70           3.08           40.02          
44        9.24           7.38           1.86           25.27          
45        11.84          6.34           5.50           86.67          
46        11.88          9.51           2.37           24.94          
47        10.08          7.87           2.21           28.12          
48        9.26           6.41           2.85           44.53          
49        8.22           7.16           1.06           14.75          
