Fitness Progress Results
Population Size: 5
Steps: 500

Generation  Best        Average     Worst       StdDev      
60          12.87       9.71        6.89        1.34        
61          12.65       9.68        6.89        1.32        
62          12.41       9.65        6.89        1.32        
63          12.41       9.63        6.89        1.31        
64          12.41       9.61        6.89        1.31        
65          12.41       9.59        6.89        1.31        
66          12.41       9.57        6.89        1.32        
67          12.41       9.56        6.89        1.32        
68          12.41       9.56        6.89        1.32        
69          12.41       9.53        6.89        1.34        
70          12.41       9.51        6.89        1.35        
71          12.31       9.50        6.89        1.34        
72          12.31       9.49        6.89        1.33        
73          12.31       9.48        6.89        1.33        
74          12.31       9.47        6.41        1.34        
75          12.31       9.47        6.41        1.34        
76          12.31       9.47        6.41        1.34        
77          12.26       9.46        6.41        1.33        
78          12.19       9.46        6.41        1.33        
79          12.19       9.44        6.41        1.34        
80          12.19       9.43        6.41        1.33        
81          12.19       9.43        6.41        1.33        
82          12.19       9.41        6.41        1.34        
83          12.19       9.41        6.41        1.34        
84          12.19       9.41        6.41        1.33        
85          12.19       9.40        6.41        1.33        
86          12.19       9.40        6.41        1.32        
87          12.19       9.39        6.41        1.33        
88          12.19       9.38        6.41        1.33        
89          12.19       9.38        6.33        1.34        
90          12.19       9.37        6.33        1.34        
91          12.19       9.37        6.33        1.34        
92          12.19       9.36        6.33        1.33        
93          12.19       9.34        6.33        1.33        
94          12.19       9.33        6.33        1.32        
95          12.19       9.33        6.33        1.32        
96          12.19       9.32        6.33        1.32        
97          12.19       9.31        6.33        1.33        
98          12.19       9.30        6.33        1.34        
99          12.19       9.30        6.33        1.34        
100         12.19       9.29        6.33        1.33        
101         12.19       9.29        6.33        1.33        
102         12.19       9.28        6.33        1.32        
103         12.19       9.28        6.33        1.32        
104         12.19       9.26        6.23        1.32        
105         12.19       9.25        6.23        1.32        
106         12.19       9.25        6.23        1.33        
107         12.19       9.23        6.23        1.33        
108         12.19       9.23        6.23        1.32        
109         12.19       9.21        6.23        1.32        
110         12.19       9.20        6.23        1.33        
111         12.19       9.20        6.23        1.33        
112         12.19       9.19        6.23        1.33        
113         12.19       9.18        6.23        1.32        
114         12.19       9.16        6.23        1.31        
115         12.19       9.15        6.23        1.31        
116         12.19       9.15        6.23        1.31        
117         12.19       9.13        6.23        1.30        
118         12.19       9.13        6.23        1.30        
119         12.16       9.12        6.23        1.29        
120         11.89       9.10        6.23        1.28        
121         11.89       9.10        6.23        1.28        
122         11.89       9.10        6.23        1.28        
123         11.89       9.09        6.23        1.28        
124         11.89       9.09        6.23        1.28        
125         11.89       9.08        6.23        1.28        
126         11.89       9.08        6.23        1.28        
127         11.89       9.07        6.23        1.28        
128         11.89       9.07        6.23        1.28        
129         11.89       9.06        6.23        1.27        
130         11.89       9.05        6.23        1.27        
131         11.89       9.04        6.23        1.26        
132         11.89       9.03        6.23        1.26        
133         11.65       9.02        6.23        1.25        
134         11.65       9.01        6.23        1.25        
135         11.65       9.01        6.23        1.24        
136         11.65       9.00        6.23        1.25        
137         11.48       9.00        6.23        1.24        
138         11.48       8.99        6.23        1.24        
139         11.48       8.99        6.23        1.24        
140         11.48       8.99        6.23        1.24        
141         11.48       8.98        6.23        1.24        
142         11.48       8.97        6.23        1.24        
143         11.48       8.97        6.23        1.24        
144         11.48       8.97        6.23        1.23        
145         11.48       8.97        6.23        1.23        
146         11.48       8.96        6.23        1.24        
147         11.48       8.96        6.23        1.24        
148         11.48       8.96        6.23        1.24        
149         11.48       8.96        6.23        1.24        
150         11.48       8.95        6.23        1.23        
151         11.48       8.94        6.23        1.23        
152         11.48       8.94        6.23        1.23        
153         11.48       8.93        6.23        1.23        
154         11.48       8.92        6.23        1.24        
155         11.48       8.92        6.23        1.24        
156         11.48       8.90        6.23        1.24        
157         11.48       8.89        6.23        1.24        
158         11.48       8.89        6.23        1.24        
159         11.48       8.88        6.23        1.24        
160         11.48       8.87        6.23        1.24        
161         11.48       8.87        6.23        1.25        
162         11.48       8.87        6.23        1.25        
163         11.48       8.86        6.23        1.25        
164         11.48       8.85        6.23        1.25        
165         11.48       8.84        6.23        1.24        
166         11.48       8.84        6.23        1.24        
167         11.48       8.83        6.23        1.25        
168         11.48       8.83        6.23        1.25        
169         11.48       8.82        6.23        1.24        
170         11.48       8.82        6.23        1.24        
171         11.48       8.82        6.23        1.25        
172         11.48       8.82        6.23        1.25        
173         11.48       8.82        6.23        1.25        
174         11.48       8.82        6.23        1.25        
175         11.48       8.81        6.23        1.25        
176         11.48       8.80        6.23        1.24        
177         11.48       8.79        6.23        1.25        
178         11.48       8.78        6.23        1.25        
179         11.48       8.78        6.23        1.25        
180         11.48       8.78        6.23        1.25        
181         11.48       8.77        6.23        1.25        
182         11.48       8.76        6.23        1.25        
183         11.48       8.76        6.23        1.25        
184         11.48       8.76        6.23        1.25        
185         11.48       8.76        6.23        1.24        
186         11.48       8.74        6.23        1.24        
187         11.48       8.74        6.23        1.24        
188         11.48       8.73        6.23        1.23        
189         11.48       8.73        6.23        1.23        
190         11.48       8.73        6.23        1.23        
191         11.48       8.72        6.23        1.22        
192         11.48       8.71        6.23        1.22        
193         11.48       8.71        6.23        1.22        
194         11.48       8.70        6.23        1.22        
195         11.48       8.69        6.23        1.20        
196         11.48       8.69        6.23        1.20        
197         11.48       8.68        6.23        1.20        
198         11.48       8.68        6.23        1.20        
199         11.48       8.68        6.23        1.19        
200         11.48       8.67        6.23        1.19        
201         11.48       8.66        6.23        1.19        
202         11.48       8.66        6.23        1.20        
203         11.48       8.66        6.23        1.20        
204         11.48       8.65        6.23        1.19        
205         11.27       8.65        6.23        1.18        
206         10.99       8.64        6.23        1.17        
207         10.99       8.64        6.23        1.17        
208         10.99       8.64        6.23        1.17        
209         10.99       8.64        6.23        1.17        
210         10.99       8.63        6.23        1.17        
211         10.99       8.62        6.23        1.17        
212         10.99       8.62        6.23        1.17        
213         10.99       8.62        6.23        1.17        
214         10.99       8.62        6.23        1.17        
215         10.99       8.61        6.23        1.17        
216         10.99       8.61        6.23        1.17        
217         10.99       8.61        6.23        1.17        
218         10.99       8.61        6.23        1.17        
219         10.99       8.60        6.23        1.17        
220         10.99       8.60        6.23        1.17        
221         10.99       8.59        6.23        1.17        
222         10.99       8.59        6.23        1.17        
223         10.99       8.58        6.23        1.17        
224         10.99       8.58        6.23        1.17        
225         10.99       8.58        6.23        1.17        
226         10.99       8.58        6.23        1.17        
227         10.99       8.58        6.23        1.17        
228         10.99       8.57        6.23        1.18        
229         10.99       8.57        6.23        1.18        
230         10.99       8.57        6.23        1.18        
231         10.99       8.57        6.23        1.18        
232         10.99       8.57        6.23        1.18        
233         10.99       8.56        6.23        1.17        
234         10.99       8.56        6.23        1.17        
235         10.99       8.56        6.23        1.17        
236         10.99       8.55        6.23        1.17        
237         10.99       8.55        6.23        1.17        
238         10.99       8.55        6.23        1.18        
239         10.99       8.55        6.23        1.18        
240         10.99       8.55        6.23        1.18        
241         10.99       8.55        6.23        1.17        
242         10.99       8.55        6.23        1.18        
243         10.99       8.55        6.23        1.18        
244         10.99       8.55        6.23        1.18        
245         10.99       8.55        6.23        1.18        
246         10.99       8.54        6.23        1.18        
247         10.99       8.54        6.23        1.18        
248         10.99       8.54        6.23        1.18        
249         10.99       8.54        6.23        1.18        
250         10.99       8.54        6.23        1.18        
251         10.99       8.53        6.23        1.19        
252         10.99       8.53        6.23        1.19        
253         10.99       8.53        6.23        1.19        
254         10.99       8.53        6.23        1.19        
255         10.99       8.53        6.23        1.19        
256         10.99       8.52        6.23        1.19        
257         10.99       8.52        6.23        1.19        
258         10.99       8.52        6.23        1.19        
259         10.99       8.52        6.23        1.19        
260         10.99       8.52        6.23        1.19        
261         10.99       8.52        6.23        1.19        
262         10.99       8.52        6.23        1.19        
263         10.99       8.52        6.23        1.19        
264         10.99       8.51        6.23        1.19        
265         10.99       8.51        6.23        1.19        
266         10.99       8.50        6.23        1.20        
267         10.99       8.50        6.23        1.20        
268         10.99       8.50        6.23        1.20        
269         10.99       8.50        6.23        1.20        
270         10.99       8.50        6.23        1.20        
271         10.99       8.50        6.23        1.20        
272         10.99       8.50        6.23        1.20        
273         10.99       8.50        6.23        1.20        
274         10.99       8.50        6.23        1.20        
275         10.99       8.50        6.23        1.20        
276         10.99       8.49        6.23        1.20        
277         10.99       8.49        6.23        1.20        
278         10.99       8.49        6.23        1.20        
279         10.99       8.49        6.23        1.20        
280         10.99       8.49        6.23        1.20        
281         10.99       8.49        6.23        1.20        
282         10.99       8.49        6.23        1.20        
283         10.99       8.49        6.23        1.20        
284         10.99       8.49        6.23        1.20        
285         10.99       8.49        6.23        1.20        
286         10.99       8.49        6.23        1.20        
287         10.99       8.49        6.23        1.20        
288         10.99       8.48        6.23        1.21        
289         10.99       8.48        6.23        1.21        
290         10.99       8.48        6.23        1.21        
291         10.99       8.48        6.23        1.21        
292         10.99       8.48        6.23        1.21        
293         10.99       8.48        6.23        1.21        
294         10.99       8.48        6.23        1.20        
295         10.99       8.48        6.23        1.20        
296         10.99       8.47        6.23        1.20        
297         10.99       8.47        6.23        1.20        
298         10.99       8.47        6.23        1.20        
299         10.99       8.47        6.23        1.20        
300         10.99       8.47        6.23        1.20        
301         10.99       8.47        6.23        1.20        
302         10.99       8.46        6.23        1.20        
303         10.99       8.46        6.23        1.20        
304         10.99       8.46        6.23        1.20        
305         10.99       8.46        6.23        1.20        
306         10.99       8.46        6.23        1.20        
307         10.99       8.46        6.23        1.20        
308         10.99       8.46        6.23        1.20        
309         10.99       8.46        6.23        1.20        
310         10.99       8.45        6.23        1.20        
311         10.99       8.45        6.23        1.20        
312         10.99       8.45        6.23        1.19        
313         10.99       8.45        6.23        1.19        
314         10.99       8.45        6.23        1.19        
315         10.99       8.45        6.23        1.19        
316         10.99       8.45        6.23        1.19        
317         10.99       8.45        6.23        1.19        
318         10.99       8.45        6.23        1.19        
319         10.99       8.45        6.23        1.19        
320         10.99       8.44        6.23        1.20        
321         10.99       8.44        6.23        1.20        
322         10.99       8.44        6.23        1.20        
323         10.99       8.44        6.23        1.20        
324         10.99       8.43        6.23        1.21        
325         10.99       8.42        6.23        1.22        
326         10.99       8.42        6.23        1.22        
327         10.99       8.42        6.23        1.22        
328         10.99       8.42        6.23        1.23        
329         10.99       8.42        6.23        1.23        
330         10.99       8.41        6.23        1.23        
331         10.99       8.41        6.23        1.23        
332         10.99       8.41        6.23        1.23        
333         10.99       8.41        6.23        1.23        
334         10.99       8.41        6.23        1.23        
335         10.99       8.41        6.23        1.23        
336         10.99       8.41        6.23        1.23        
337         10.99       8.41        6.23        1.23        
338         10.99       8.41        6.23        1.23        
339         10.99       8.41        6.23        1.23        
340         10.99       8.41        6.23        1.23        
341         10.99       8.41        6.23        1.23        
342         10.99       8.41        6.23        1.23        
343         10.99       8.41        6.23        1.23        
344         10.99       8.40        6.23        1.23        
345         10.99       8.40        6.23        1.23        
346         10.99       8.40        6.23        1.23        
347         10.99       8.39        6.23        1.23        
348         10.99       8.39        6.23        1.23        
349         10.99       8.39        6.23        1.23        
350         10.99       8.39        6.23        1.23        
351         10.99       8.38        6.23        1.23        
352         10.99       8.37        6.23        1.23        
353         10.99       8.37        6.23        1.24        
354         10.99       8.37        6.23        1.24        
355         10.99       8.36        6.23        1.24        
356         10.99       8.36        6.23        1.24        
357         10.99       8.36        6.23        1.24        
358         10.99       8.36        6.23        1.24        
359         10.99       8.36        6.23        1.24        
360         10.99       8.35        6.23        1.24        
361         10.99       8.35        6.23        1.24        
362         10.99       8.35        6.23        1.24        
363         10.99       8.35        6.23        1.25        
364         10.99       8.35        6.23        1.24        
365         10.99       8.35        6.23        1.24        
366         10.99       8.35        6.23        1.24        
367         10.99       8.35        6.23        1.24        
368         10.99       8.35        6.23        1.24        
369         10.99       8.35        6.23        1.24        
370         10.99       8.35        6.23        1.24        
371         10.99       8.35        6.23        1.24        
372         10.99       8.35        6.23        1.24        
373         10.99       8.35        6.23        1.24        
374         10.99       8.34        6.23        1.24        
375         10.99       8.34        6.23        1.24        
376         10.99       8.34        6.23        1.24        
377         10.99       8.34        6.23        1.24        
378         10.99       8.34        6.23        1.24        
379         10.99       8.34        6.23        1.24        
380         10.99       8.34        6.23        1.24        
381         10.99       8.34        6.23        1.24        
382         10.99       8.34        6.23        1.24        
383         10.99       8.34        6.23        1.24        
384         10.99       8.34        6.23        1.24        
385         10.99       8.34        6.23        1.24        
386         10.99       8.34        6.23        1.24        
387         10.99       8.34        6.23        1.24        
388         10.99       8.34        6.23        1.24        
389         10.99       8.34        6.23        1.24        
390         10.99       8.34        6.23        1.24        
391         10.99       8.34        6.23        1.24        
392         10.99       8.34        6.23        1.24        
393         10.99       8.34        6.23        1.24        
394         10.99       8.34        6.23        1.24        
395         10.99       8.34        6.23        1.24        
396         10.99       8.34        6.23        1.24        
397         10.99       8.34        6.23        1.24        
398         10.99       8.34        6.23        1.24        
399         10.99       8.34        6.23        1.24        
400         10.99       8.34        6.23        1.24        
401         10.99       8.34        6.23        1.24        
402         10.99       8.34        6.23        1.24        
403         10.99       8.34        6.23        1.24        
404         10.99       8.34        6.23        1.24        
405         10.99       8.34        6.23        1.24        
406         10.99       8.34        6.23        1.24        
407         10.99       8.34        6.23        1.24        
408         10.99       8.34        6.23        1.24        
409         10.99       8.34        6.23        1.24        
410         10.99       8.34        6.23        1.24        
411         10.99       8.34        6.23        1.24        
412         10.99       8.34        6.23        1.24        
413         10.99       8.34        6.23        1.24        
414         10.99       8.34        6.23        1.24        
415         10.99       8.34        6.23        1.24        
416         10.99       8.34        6.23        1.24        
417         10.99       8.34        6.23        1.24        
418         10.99       8.34        6.23        1.24        
419         10.99       8.34        6.23        1.24        
420         10.99       8.34        6.23        1.24        
421         10.99       8.34        6.23        1.24        
422         10.99       8.34        6.23        1.24        
423         10.99       8.34        6.23        1.24        
424         10.99       8.34        6.23        1.24        
425         10.99       8.34        6.23        1.24        
426         10.99       8.34        6.23        1.24        
427         10.99       8.34        6.23        1.24        
428         10.99       8.34        6.23        1.24        
429         10.99       8.34        6.23        1.24        
430         10.99       8.34        6.23        1.24        
431         10.99       8.34        6.23        1.24        
432         10.99       8.34        6.23        1.24        
433         10.99       8.34        6.23        1.24        
434         10.99       8.33        6.23        1.24        
435         10.99       8.33        6.23        1.24        
436         10.99       8.33        6.23        1.24        
437         10.99       8.33        6.23        1.24        
438         10.99       8.33        6.23        1.24        
439         10.99       8.33        6.23        1.24        
440         10.99       8.33        6.23        1.24        
441         10.99       8.33        6.23        1.24        
442         10.99       8.33        6.23        1.25        
443         10.99       8.33        6.23        1.25        
444         10.99       8.33        6.23        1.25        
445         10.99       8.33        6.23        1.25        
446         10.99       8.33        6.23        1.25        
447         10.99       8.33        6.23        1.25        
448         10.99       8.33        6.23        1.25        
449         10.99       8.33        6.23        1.25        
450         10.99       8.32        6.23        1.25        
451         10.99       8.32        6.23        1.25        
452         10.99       8.32        6.23        1.25        
453         10.99       8.32        6.23        1.25        
454         10.99       8.32        6.23        1.25        
455         10.99       8.32        6.23        1.25        
456         10.99       8.32        6.23        1.25        
457         10.99       8.32        6.23        1.25        
458         10.99       8.32        6.23        1.25        
459         10.99       8.32        6.23        1.25        
460         10.99       8.32        6.23        1.25        
461         10.99       8.32        6.23        1.25        
462         10.99       8.32        6.23        1.25        
463         10.99       8.32        6.23        1.25        
464         10.99       8.32        6.23        1.25        
465         10.99       8.32        6.23        1.25        
466         10.99       8.32        6.23        1.25        
467         10.99       8.32        6.23        1.25        
468         10.99       8.32        6.23        1.25        
469         10.99       8.32        6.23        1.25        
470         10.99       8.32        6.23        1.25        
471         10.99       8.32        6.23        1.25        
472         10.99       8.32        6.23        1.25        
473         10.99       8.32        6.23        1.25        
474         10.99       8.32        6.23        1.25        
475         10.99       8.32        6.23        1.25        
476         10.99       8.32        6.23        1.25        
477         10.99       8.32        6.23        1.25        
478         10.99       8.32        6.23        1.25        
479         10.99       8.32        6.23        1.25        
480         10.99       8.32        6.23        1.25        
481         10.99       8.32        6.23        1.25        
482         10.99       8.32        6.23        1.25        
483         10.99       8.32        6.23        1.25        
484         10.99       8.32        6.23        1.25        
485         10.99       8.32        6.23        1.25        
486         10.99       8.32        6.23        1.25        
487         10.99       8.32        6.23        1.25        
488         10.99       8.32        6.23        1.25        
489         10.99       8.32        6.23        1.25        
490         10.99       8.32        6.23        1.25        
491         10.99       8.32        6.23        1.25        
492         10.99       8.32        6.23        1.25        
493         10.99       8.32        6.23        1.25        
494         10.99       8.32        6.23        1.25        
495         10.99       8.32        6.23        1.25        
496         10.99       8.32        6.23        1.25        
497         10.99       8.32        6.23        1.25        
498         10.99       8.32        6.23        1.25        
499         10.99       8.32        6.23        1.25        
