Fitness Progress Results
Population Size: 5
Steps: 250

Generation  Best        Average     Worst       StdDev      
60          12.17       9.98        5.35        0.98        
61          12.17       9.97        5.35        0.98        
62          12.17       9.94        5.35        0.98        
63          12.17       9.91        5.35        1.00        
64          12.17       9.91        5.35        0.99        
65          12.17       9.89        5.35        0.98        
66          12.17       9.87        5.35        0.97        
67          12.17       9.85        5.35        0.98        
68          11.94       9.82        5.35        0.96        
69          11.94       9.79        5.35        0.96        
70          11.94       9.77        5.35        0.95        
71          11.94       9.77        5.35        0.95        
72          11.94       9.73        5.35        0.94        
73          11.94       9.72        5.35        0.94        
74          11.94       9.69        5.35        0.92        
75          11.94       9.68        5.35        0.92        
76          11.94       9.67        5.35        0.91        
77          11.94       9.65        5.35        0.92        
78          11.94       9.62        5.35        0.91        
79          11.94       9.61        5.35        0.91        
80          11.71       9.59        5.35        0.89        
81          11.71       9.57        5.35        0.89        
82          11.71       9.54        5.35        0.90        
83          11.71       9.52        5.35        0.91        
84          11.71       9.50        5.35        0.91        
85          11.71       9.48        5.35        0.93        
86          11.71       9.47        5.35        0.93        
87          11.71       9.46        5.35        0.94        
88          11.45       9.43        5.35        0.92        
89          11.44       9.42        5.35        0.91        
90          11.44       9.41        5.35        0.91        
91          11.28       9.39        5.35        0.89        
92          11.28       9.36        5.35        0.89        
93          11.28       9.34        5.35        0.89        
94          11.28       9.33        5.35        0.88        
95          11.15       9.31        5.35        0.88        
96          11.15       9.30        5.35        0.87        
97          11.15       9.29        5.35        0.88        
98          11.15       9.27        5.35        0.88        
99          11.15       9.25        5.35        0.87        
100         11.15       9.24        5.35        0.87        
101         11.15       9.24        5.35        0.87        
102         11.15       9.23        5.35        0.87        
103         11.15       9.23        5.35        0.86        
104         11.15       9.21        5.35        0.87        
105         11.15       9.20        5.35        0.86        
106         11.15       9.19        5.35        0.87        
107         11.11       9.18        5.35        0.86        
108         11.11       9.18        5.35        0.86        
109         11.11       9.17        5.35        0.86        
110         11.11       9.17        5.35        0.86        
111         11.11       9.16        5.35        0.86        
112         11.11       9.15        5.35        0.86        
113         11.11       9.15        5.35        0.85        
114         11.11       9.14        5.35        0.85        
115         11.11       9.14        5.35        0.85        
116         11.11       9.14        5.35        0.85        
117         11.11       9.14        5.35        0.85        
118         11.11       9.14        5.35        0.85        
119         11.11       9.14        5.35        0.85        
120         11.11       9.14        5.35        0.85        
121         11.11       9.14        5.35        0.85        
122         11.11       9.13        5.35        0.85        
123         11.11       9.12        5.35        0.85        
124         11.11       9.12        5.35        0.85        
125         11.11       9.11        5.35        0.86        
126         11.11       9.11        5.35        0.86        
127         10.81       9.08        5.35        0.85        
128         10.81       9.06        5.35        0.85        
129         10.81       9.05        5.35        0.86        
130         10.81       9.05        5.35        0.86        
131         10.81       9.04        5.35        0.87        
132         10.81       9.02        5.35        0.87        
133         10.81       9.01        5.35        0.87        
134         10.81       9.01        5.35        0.87        
135         10.81       9.00        5.35        0.86        
136         10.81       8.99        5.35        0.86        
137         10.81       8.98        5.35        0.86        
138         10.81       8.98        5.35        0.86        
139         10.81       8.97        5.35        0.86        
140         10.81       8.97        5.35        0.86        
141         10.81       8.96        5.35        0.86        
142         10.81       8.96        5.35        0.86        
143         10.81       8.95        5.35        0.87        
144         10.81       8.95        5.35        0.87        
145         10.81       8.95        5.35        0.87        
146         10.81       8.95        5.35        0.87        
147         10.81       8.94        5.35        0.87        
148         10.81       8.94        5.35        0.87        
149         10.81       8.93        5.35        0.87        
150         10.81       8.93        5.35        0.87        
151         10.81       8.93        5.35        0.87        
152         10.81       8.93        5.35        0.87        
153         10.81       8.93        5.35        0.86        
154         10.81       8.92        5.35        0.86        
155         10.81       8.92        5.35        0.86        
156         10.81       8.91        5.35        0.86        
157         10.81       8.91        5.35        0.86        
158         10.81       8.91        5.35        0.86        
159         10.81       8.91        5.35        0.86        
160         10.75       8.90        5.35        0.85        
161         10.75       8.90        5.35        0.85        
162         10.75       8.89        5.35        0.84        
163         10.75       8.89        5.35        0.84        
164         10.75       8.89        5.35        0.84        
165         10.75       8.89        5.35        0.85        
166         10.75       8.89        5.35        0.85        
167         10.75       8.88        5.35        0.85        
168         10.75       8.87        5.35        0.85        
169         10.75       8.86        5.35        0.85        
170         10.75       8.86        5.35        0.85        
171         10.75       8.85        5.35        0.85        
172         10.75       8.84        5.35        0.86        
173         10.75       8.83        5.35        0.86        
174         10.75       8.83        5.35        0.86        
175         10.75       8.83        5.35        0.86        
176         10.75       8.83        5.35        0.85        
177         10.75       8.83        5.35        0.85        
178         10.75       8.82        5.35        0.85        
179         10.75       8.82        5.35        0.85        
180         10.75       8.82        5.35        0.85        
181         10.75       8.81        5.35        0.85        
182         10.75       8.81        5.35        0.85        
183         10.65       8.81        5.35        0.84        
184         10.65       8.81        5.35        0.84        
185         10.65       8.81        5.35        0.84        
186         10.65       8.80        5.35        0.84        
187         10.65       8.79        5.35        0.85        
188         10.65       8.77        5.35        0.87        
189         10.65       8.77        5.35        0.87        
190         10.65       8.77        5.35        0.87        
191         10.65       8.76        5.35        0.87        
192         10.65       8.75        5.35        0.87        
193         10.65       8.75        5.35        0.87        
194         10.65       8.75        5.35        0.87        
195         10.65       8.74        5.35        0.88        
196         10.65       8.74        5.35        0.88        
197         10.65       8.73        5.35        0.88        
198         10.65       8.73        5.35        0.88        
199         10.65       8.73        5.35        0.88        
200         10.65       8.73        5.35        0.88        
201         10.65       8.73        5.35        0.88        
202         10.65       8.73        5.35        0.88        
203         10.65       8.73        5.35        0.88        
204         10.65       8.73        5.35        0.88        
205         10.65       8.73        5.35        0.88        
206         10.65       8.73        5.35        0.88        
207         10.65       8.73        5.35        0.88        
208         10.65       8.72        5.35        0.87        
209         10.65       8.72        5.35        0.87        
210         10.65       8.72        5.35        0.87        
211         10.65       8.72        5.35        0.87        
212         10.65       8.72        5.35        0.87        
213         10.65       8.72        5.35        0.87        
214         10.65       8.72        5.35        0.87        
215         10.65       8.72        5.35        0.87        
216         10.65       8.72        5.35        0.87        
217         10.65       8.71        5.35        0.87        
218         10.65       8.71        5.35        0.87        
219         10.65       8.71        5.35        0.87        
220         10.65       8.71        5.35        0.87        
221         10.65       8.71        5.35        0.87        
222         10.65       8.71        5.35        0.87        
223         10.65       8.71        5.35        0.87        
224         10.65       8.71        5.35        0.87        
225         10.65       8.71        5.35        0.87        
226         10.65       8.70        5.35        0.87        
227         10.65       8.70        5.35        0.87        
228         10.65       8.70        5.35        0.87        
229         10.65       8.70        5.35        0.87        
230         10.65       8.70        5.35        0.87        
231         10.65       8.70        5.35        0.87        
232         10.65       8.70        5.35        0.87        
233         10.65       8.69        5.35        0.86        
234         10.65       8.69        5.35        0.87        
235         10.65       8.69        5.35        0.87        
236         10.65       8.69        5.35        0.87        
237         10.65       8.69        5.35        0.87        
238         10.65       8.69        5.35        0.87        
239         10.65       8.68        5.35        0.86        
240         10.65       8.68        5.35        0.86        
241         10.65       8.68        5.35        0.86        
242         10.65       8.68        5.35        0.86        
243         10.65       8.67        5.35        0.86        
244         10.65       8.65        5.35        0.87        
245         10.65       8.65        5.35        0.87        
246         10.65       8.65        5.35        0.87        
247         10.65       8.64        5.35        0.87        
248         10.65       8.64        5.35        0.87        
249         10.65       8.63        5.35        0.88        
