Fitness Progress Results
Population Size: 50
Steps: 250

Generation  Best        Average     Worst       StdDev      
122         13.91       11.40       6.73        1.17        
123         13.91       11.39       6.73        1.17        
124         13.83       11.37       6.73        1.17        
125         13.80       11.35       6.73        1.18        
126         13.80       11.34       6.73        1.18        
127         13.71       11.33       6.73        1.18        
128         13.71       11.32       4.75        1.18        
129         13.71       11.31       4.75        1.18        
130         13.69       11.29       4.75        1.18        
131         13.68       11.27       4.75        1.18        
132         13.62       11.26       4.75        1.18        
133         13.54       11.25       4.75        1.17        
134         13.54       11.23       4.75        1.17        
135         13.54       11.22       4.75        1.17        
136         13.54       11.21       4.75        1.17        
137         13.50       11.20       4.75        1.17        
138         13.50       11.19       4.75        1.17        
139         13.47       11.18       4.75        1.17        
140         13.47       11.17       4.75        1.18        
141         13.47       11.16       4.75        1.18        
142         13.47       11.15       4.75        1.17        
143         13.47       11.14       4.75        1.17        
144         13.47       11.13       4.75        1.17        
145         13.47       11.13       4.75        1.17        
146         13.47       11.11       4.75        1.17        
147         13.47       11.11       4.75        1.17        
148         13.44       11.10       4.75        1.17        
149         13.44       11.09       4.75        1.17        
150         13.44       11.08       4.75        1.17        
151         13.42       11.07       4.75        1.16        
152         13.42       11.06       4.75        1.16        
153         13.42       11.05       4.75        1.16        
154         13.37       11.03       4.75        1.16        
155         13.37       11.02       4.75        1.17        
156         13.36       11.00       4.75        1.17        
157         13.35       10.99       4.75        1.16        
158         13.35       10.98       4.75        1.16        
159         13.35       10.97       4.75        1.17        
160         13.34       10.96       4.75        1.17        
161         13.32       10.94       4.75        1.18        
162         13.32       10.92       4.75        1.18        
163         13.28       10.91       4.75        1.18        
164         13.28       10.90       4.75        1.18        
165         13.28       10.89       4.75        1.18        
166         13.28       10.87       4.75        1.19        
167         13.28       10.87       4.75        1.19        
168         13.28       10.85       4.75        1.19        
169         13.26       10.85       4.75        1.18        
170         13.26       10.83       4.75        1.19        
171         13.26       10.82       4.75        1.19        
172         13.26       10.80       4.75        1.19        
173         13.26       10.79       4.75        1.19        
174         13.26       10.78       4.75        1.19        
175         13.26       10.77       4.75        1.19        
176         13.26       10.76       4.75        1.19        
177         13.26       10.75       4.75        1.19        
178         13.26       10.74       4.75        1.19        
179         13.26       10.73       4.75        1.19        
180         13.25       10.72       4.75        1.19        
181         13.18       10.71       4.75        1.19        
182         13.18       10.70       4.75        1.19        
183         13.18       10.70       4.75        1.19        
184         13.18       10.69       4.75        1.19        
185         13.18       10.68       4.75        1.19        
186         13.16       10.67       4.75        1.19        
187         13.16       10.66       4.75        1.19        
188         13.16       10.65       4.75        1.20        
189         13.16       10.64       4.75        1.20        
190         13.16       10.63       4.75        1.20        
191         13.14       10.62       4.75        1.20        
192         13.14       10.61       4.75        1.20        
193         13.14       10.60       4.75        1.20        
194         13.13       10.60       4.75        1.20        
195         13.13       10.59       4.75        1.20        
196         13.13       10.58       4.75        1.20        
197         13.13       10.57       4.75        1.20        
198         13.10       10.56       4.75        1.20        
199         13.10       10.55       4.75        1.20        
200         13.10       10.55       4.75        1.20        
201         13.10       10.54       4.75        1.20        
202         13.10       10.53       4.75        1.20        
203         13.10       10.52       4.75        1.20        
204         13.10       10.51       4.75        1.20        
205         13.10       10.50       4.75        1.20        
206         13.10       10.49       4.75        1.20        
207         13.08       10.48       4.75        1.20        
208         13.08       10.46       4.75        1.19        
209         13.07       10.45       4.75        1.19        
210         13.01       10.44       4.75        1.19        
211         13.00       10.44       4.75        1.19        
212         13.00       10.43       4.75        1.20        
213         13.00       10.42       4.75        1.20        
214         13.00       10.41       4.75        1.20        
215         13.00       10.40       4.75        1.20        
216         13.00       10.39       4.75        1.20        
217         13.00       10.38       4.75        1.20        
218         13.00       10.37       4.75        1.20        
219         13.00       10.36       4.75        1.20        
220         13.00       10.36       4.75        1.20        
221         13.00       10.35       4.75        1.20        
222         12.98       10.34       4.75        1.20        
223         12.98       10.33       4.75        1.20        
224         12.98       10.32       4.75        1.20        
225         12.97       10.31       4.75        1.20        
226         12.97       10.30       4.75        1.20        
227         12.97       10.29       4.75        1.20        
228         12.97       10.28       4.75        1.21        
229         12.97       10.27       4.75        1.21        
230         12.97       10.27       4.75        1.21        
231         12.97       10.26       4.75        1.20        
232         12.95       10.25       4.75        1.21        
233         12.95       10.24       4.75        1.20        
234         12.95       10.23       4.75        1.20        
235         12.95       10.22       4.75        1.20        
236         12.95       10.21       4.75        1.20        
237         12.95       10.20       4.75        1.20        
238         12.95       10.19       4.75        1.21        
239         12.95       10.18       4.75        1.21        
240         12.94       10.17       4.75        1.21        
241         12.94       10.16       4.75        1.21        
242         12.94       10.16       4.75        1.21        
243         12.94       10.15       4.75        1.21        
244         12.94       10.14       4.75        1.20        
245         12.94       10.13       4.75        1.21        
246         12.94       10.12       4.75        1.21        
247         12.94       10.11       4.75        1.21        
248         12.94       10.10       4.75        1.21        
249         12.94       10.10       4.75        1.21        
