Fitness Progress Results
Population Size: 50
Steps: 250

Generation  Best        Average     Worst       StdDev      
0           inf         inf         7.05        nan         
1           inf         inf         7.05        nan         
2           18.95       13.81       7.05        1.64        
3           17.97       13.75       7.05        1.60        
4           17.67       13.70       7.05        1.57        
5           17.58       13.65       7.05        1.55        
6           17.17       13.60       7.05        1.52        
7           17.13       13.56       7.05        1.51        
8           17.06       13.52       7.05        1.49        
9           17.05       13.48       7.05        1.48        
10          16.63       13.45       7.05        1.46        
11          16.54       13.40       7.05        1.45        
12          16.43       13.36       7.05        1.44        
13          16.41       13.32       7.05        1.43        
14          16.33       13.28       7.05        1.43        
15          16.26       13.25       7.05        1.42        
16          16.24       13.21       7.05        1.42        
17          16.22       13.18       7.05        1.40        
18          16.18       13.15       7.05        1.40        
19          16.16       13.11       7.05        1.39        
20          16.16       13.09       7.05        1.38        
21          16.08       13.06       7.05        1.37        
22          15.95       13.03       7.05        1.37        
23          15.86       13.01       7.05        1.36        
24          15.82       12.98       7.05        1.35        
25          15.82       12.95       7.05        1.35        
26          15.77       12.92       7.05        1.34        
27          15.73       12.89       7.05        1.34        
28          15.73       12.87       7.05        1.33        
29          15.66       12.84       7.05        1.32        
30          15.64       12.82       7.05        1.32        
31          15.61       12.80       7.05        1.31        
32          15.56       12.78       7.05        1.31        
33          15.53       12.75       7.05        1.31        
34          15.49       12.72       7.05        1.30        
35          15.42       12.70       7.05        1.30        
36          15.42       12.68       7.05        1.29        
37          15.42       12.66       7.05        1.29        
38          15.42       12.64       7.05        1.29        
39          15.40       12.62       7.05        1.28        
40          15.34       12.60       7.05        1.28        
41          15.33       12.58       7.05        1.28        
42          15.33       12.55       7.05        1.27        
43          15.28       12.53       7.05        1.27        
44          15.25       12.51       7.05        1.26        
45          15.25       12.50       7.05        1.26        
46          15.25       12.48       7.05        1.26        
47          15.25       12.46       6.90        1.26        
48          15.25       12.45       6.90        1.26        
49          15.25       12.43       6.90        1.25        
50          15.25       12.42       6.90        1.25        
51          15.25       12.40       6.90        1.25        
52          15.25       12.38       6.90        1.25        
53          15.23       12.36       6.90        1.25        
54          15.23       12.34       6.90        1.25        
55          15.22       12.32       6.90        1.25        
56          15.16       12.30       6.90        1.25        
57          15.02       12.29       6.90        1.25        
58          15.02       12.28       6.90        1.24        
59          15.02       12.26       6.90        1.24        
60          15.02       12.25       6.90        1.23        
61          15.02       12.23       6.90        1.23        
62          14.98       12.21       6.90        1.23        
63          14.98       12.19       6.90        1.23        
64          14.97       12.17       6.90        1.23        
65          14.97       12.15       6.90        1.22        
66          14.97       12.14       6.90        1.22        
67          14.80       12.12       6.90        1.22        
68          14.58       12.11       6.90        1.22        
69          14.58       12.09       6.90        1.22        
70          14.50       12.07       6.90        1.21        
71          14.50       12.06       6.90        1.21        
72          14.43       12.05       6.90        1.21        
73          14.43       12.03       6.90        1.20        
74          14.43       12.02       6.90        1.20        
75          14.38       12.01       6.90        1.20        
76          14.38       11.99       6.90        1.20        
77          14.38       11.98       6.90        1.20        
78          14.32       11.97       6.90        1.20        
79          14.32       11.96       6.90        1.20        
80          14.32       11.94       6.90        1.20        
81          14.32       11.92       6.90        1.20        
82          14.32       11.91       6.90        1.20        
83          14.32       11.89       6.90        1.20        
84          14.32       11.88       6.90        1.20        
85          14.30       11.86       6.90        1.20        
86          14.30       11.85       6.73        1.21        
87          14.30       11.84       6.73        1.21        
88          14.26       11.82       6.73        1.21        
89          14.26       11.80       6.73        1.21        
90          14.24       11.79       6.73        1.21        
91          14.24       11.78       6.73        1.20        
92          14.24       11.76       6.73        1.20        
93          14.22       11.75       6.73        1.19        
94          14.20       11.73       6.73        1.19        
95          14.20       11.72       6.73        1.19        
96          14.16       11.71       6.73        1.19        
97          14.16       11.70       6.73        1.19        
98          14.16       11.69       6.73        1.19        
99          14.16       11.67       6.73        1.18        
100         14.16       11.66       6.73        1.18        
101         14.16       11.64       6.73        1.18        
102         14.13       11.63       6.73        1.18        
103         14.12       11.62       6.73        1.18        
104         14.12       11.61       6.73        1.18        
105         14.12       11.59       6.73        1.18        
106         14.12       11.58       6.73        1.18        
107         14.12       11.57       6.73        1.17        
108         14.12       11.56       6.73        1.17        
109         14.08       11.55       6.73        1.17        
110         14.08       11.54       6.73        1.17        
111         14.08       11.53       6.73        1.17        
112         14.08       11.51       6.73        1.17        
113         14.08       11.50       6.73        1.17        
114         14.08       11.49       6.73        1.17        
115         14.08       11.48       6.73        1.17        
116         14.01       11.47       6.73        1.17        
117         14.01       11.46       6.73        1.17        
118         14.01       11.45       6.73        1.17        
119         14.01       11.43       6.73        1.17        
120         13.92       11.41       6.73        1.17        
121         13.91       11.40       6.73        1.17        
