Fitness Progress Results
Population Size: 20
Steps: 250

Generation  Best        Average     Worst       StdDev      
65          13.19       11.33       6.99        1.01        
66          13.19       11.31       6.99        1.01        
67          13.19       11.30       6.99        1.02        
68          13.19       11.28       6.99        1.01        
69          13.19       11.27       6.99        1.00        
70          13.19       11.25       6.99        1.01        
71          13.19       11.23       6.99        1.00        
72          13.13       11.22       6.99        1.00        
73          13.09       11.20       6.99        1.00        
74          13.09       11.19       6.99        0.99        
75          13.00       11.18       6.99        0.99        
76          13.00       11.17       6.99        0.98        
77          13.00       11.16       6.99        0.98        
78          12.99       11.14       6.99        0.98        
79          12.96       11.12       6.99        0.98        
80          12.96       11.11       6.99        0.97        
81          12.88       11.09       6.99        0.96        
82          12.88       11.08       6.99        0.96        
83          12.88       11.07       6.99        0.96        
84          12.88       11.05       6.99        0.96        
85          12.88       11.04       6.99        0.96        
86          12.88       11.03       6.61        0.97        
87          12.88       11.02       6.61        0.96        
88          12.88       11.00       6.61        0.95        
89          12.88       10.99       6.61        0.96        
90          12.88       10.97       6.61        0.97        
91          12.88       10.96       6.61        0.96        
92          12.88       10.94       6.61        0.96        
93          12.88       10.93       6.61        0.96        
94          12.86       10.92       6.61        0.96        
95          12.86       10.90       6.61        0.95        
96          12.86       10.89       6.61        0.96        
97          12.78       10.87       6.61        0.96        
98          12.77       10.85       6.61        0.96        
99          12.77       10.83       6.61        0.96        
100         12.77       10.82       6.61        0.96        
101         12.77       10.81       6.61        0.96        
102         12.77       10.80       6.61        0.95        
103         12.77       10.79       6.61        0.96        
104         12.77       10.78       6.61        0.96        
105         12.77       10.76       6.61        0.97        
106         12.77       10.75       6.61        0.97        
107         12.76       10.73       6.61        0.97        
108         12.76       10.72       6.61        0.96        
109         12.74       10.71       6.61        0.96        
110         12.73       10.70       6.61        0.96        
111         12.73       10.69       6.61        0.96        
112         12.73       10.68       6.61        0.96        
113         12.73       10.66       6.61        0.96        
114         12.73       10.65       6.61        0.96        
115         12.73       10.64       6.61        0.96        
116         12.73       10.62       6.61        0.97        
117         12.73       10.61       6.61        0.97        
118         12.71       10.60       6.61        0.97        
119         12.71       10.59       6.61        0.97        
120         12.71       10.58       6.61        0.97        
121         12.71       10.57       6.61        0.97        
122         12.71       10.54       6.26        0.98        
123         12.54       10.54       6.26        0.98        
124         12.54       10.53       6.26        0.98        
125         12.54       10.51       6.26        0.98        
126         12.54       10.49       5.63        1.00        
127         12.54       10.47       5.63        1.00        
128         12.54       10.46       5.63        1.00        
129         12.52       10.45       5.63        1.00        
130         12.49       10.42       5.63        1.00        
131         12.49       10.42       5.63        1.00        
132         12.49       10.41       5.63        1.00        
133         12.49       10.39       5.63        1.00        
134         12.49       10.39       5.63        1.00        
135         12.45       10.38       5.63        1.00        
136         12.45       10.36       5.63        1.00        
137         12.45       10.35       5.63        1.00        
138         12.45       10.33       5.63        1.00        
139         12.45       10.31       5.63        1.00        
140         12.45       10.31       5.63        1.00        
141         12.45       10.29       5.63        1.00        
142         12.45       10.27       5.63        1.00        
143         12.45       10.25       5.63        1.01        
144         12.45       10.25       5.63        1.00        
145         12.45       10.23       5.63        1.00        
146         12.45       10.23       5.63        1.00        
147         12.45       10.21       5.63        0.99        
148         12.45       10.21       5.63        0.99        
149         12.45       10.20       5.63        0.99        
150         12.45       10.19       5.63        0.99        
151         12.45       10.18       5.63        0.99        
152         12.45       10.16       5.63        0.99        
153         12.45       10.15       5.63        0.99        
154         12.36       10.14       5.63        0.98        
155         12.36       10.13       5.63        0.98        
156         12.36       10.12       5.63        0.98        
157         12.31       10.11       5.63        0.98        
158         12.31       10.10       5.63        0.98        
159         12.31       10.08       5.63        0.98        
160         12.30       10.07       5.63        0.98        
161         12.30       10.06       5.63        0.97        
162         12.30       10.06       5.63        0.97        
163         12.30       10.05       5.63        0.97        
164         12.30       10.04       5.63        0.97        
165         12.30       10.03       5.63        0.98        
166         12.30       10.02       5.63        0.98        
167         12.22       10.01       5.63        0.98        
168         12.22       10.00       5.63        0.98        
169         12.22       9.99        5.63        0.98        
170         12.22       9.99        5.63        0.98        
171         12.22       9.99        5.63        0.98        
172         12.22       9.97        5.63        0.98        
173         12.22       9.96        5.63        0.98        
174         12.22       9.95        5.63        0.98        
175         12.22       9.94        5.63        0.98        
176         12.22       9.94        5.63        0.98        
177         12.22       9.93        5.63        0.99        
178         12.22       9.92        5.63        0.98        
179         12.22       9.91        5.63        0.98        
180         12.19       9.90        5.63        0.97        
181         12.19       9.89        5.63        0.97        
182         12.19       9.88        5.63        0.97        
183         12.19       9.88        5.63        0.98        
184         12.15       9.87        5.63        0.97        
185         12.15       9.86        5.63        0.97        
186         12.15       9.85        5.63        0.97        
187         12.04       9.84        5.63        0.97        
188         12.04       9.83        5.63        0.96        
189         12.04       9.82        5.63        0.97        
190         12.04       9.82        5.63        0.97        
191         12.04       9.81        5.63        0.97        
192         12.04       9.80        5.63        0.96        
193         12.04       9.79        5.63        0.96        
194         12.04       9.78        5.63        0.96        
195         12.04       9.77        5.63        0.96        
196         12.04       9.76        5.63        0.96        
197         12.04       9.75        5.29        0.98        
198         12.04       9.75        5.29        0.98        
199         12.00       9.73        5.29        0.98        
200         12.00       9.73        5.29        0.97        
201         12.00       9.73        5.29        0.97        
202         12.00       9.72        5.29        0.97        
203         12.00       9.72        5.29        0.97        
204         12.00       9.72        5.29        0.97        
205         12.00       9.71        5.29        0.98        
206         11.69       9.70        5.29        0.98        
207         11.69       9.69        5.29        0.98        
208         11.69       9.68        5.29        0.99        
209         11.69       9.67        5.29        0.98        
210         11.69       9.66        5.29        0.98        
211         11.69       9.66        5.29        0.98        
212         11.69       9.65        5.29        0.98        
213         11.69       9.65        5.29        0.98        
214         11.69       9.64        5.29        0.98        
215         11.69       9.63        5.29        0.99        
216         11.69       9.62        5.29        0.99        
217         11.69       9.61        5.29        0.99        
218         11.69       9.60        5.29        1.00        
219         11.69       9.60        5.29        1.00        
220         11.69       9.59        5.29        1.00        
221         11.69       9.58        5.29        1.00        
222         11.69       9.58        5.29        1.00        
223         11.69       9.56        5.29        1.01        
224         11.69       9.56        5.29        1.01        
225         11.69       9.55        5.29        1.00        
226         11.69       9.55        5.29        1.00        
227         11.69       9.54        5.29        1.00        
228         11.69       9.54        5.29        1.00        
229         11.69       9.53        5.29        1.00        
230         11.69       9.52        5.29        1.00        
231         11.69       9.52        5.29        1.00        
232         11.69       9.52        5.29        1.00        
233         11.69       9.51        5.29        0.99        
234         11.69       9.51        5.29        0.99        
235         11.69       9.50        5.29        0.99        
236         11.69       9.50        5.29        0.99        
237         11.69       9.49        5.29        0.99        
238         11.69       9.49        5.29        0.99        
239         11.65       9.47        5.29        1.00        
240         11.65       9.47        5.29        1.00        
241         11.65       9.47        5.29        1.00        
242         11.65       9.46        5.29        1.00        
243         11.65       9.46        5.29        1.00        
244         11.65       9.45        5.29        1.00        
245         11.65       9.45        5.29        1.00        
246         11.65       9.45        5.29        0.99        
247         11.65       9.44        5.29        0.99        
248         11.65       9.44        5.29        0.99        
249         11.65       9.43        5.29        0.99        
