Fitness Progress Results
Population Size: 10
Steps: 250

Generation  Best        Average     Worst       StdDev      
54          13.04       10.64       6.28        1.15        
55          13.04       10.62       6.28        1.15        
56          12.95       10.60       6.28        1.14        
57          12.95       10.56       6.28        1.15        
58          12.95       10.55       6.28        1.15        
59          12.95       10.53       6.28        1.14        
60          12.95       10.50       6.07        1.14        
61          12.95       10.48       6.07        1.15        
62          12.65       10.46       6.07        1.15        
63          12.65       10.44       6.07        1.14        
64          12.65       10.40       6.07        1.14        
65          12.65       10.37       6.07        1.14        
66          12.54       10.34       6.07        1.13        
67          12.50       10.30       6.07        1.13        
68          12.28       10.25       6.07        1.14        
69          12.28       10.21       6.07        1.15        
70          12.28       10.18       6.07        1.17        
71          12.28       10.16       6.07        1.16        
72          12.10       10.15       6.07        1.16        
73          12.10       10.11       6.07        1.15        
74          12.10       10.08       6.07        1.15        
75          12.10       10.06       6.07        1.15        
76          12.10       10.03       6.07        1.15        
77          12.10       10.01       6.07        1.15        
78          12.10       10.00       6.07        1.16        
79          12.10       9.97        6.07        1.17        
80          12.10       9.93        6.07        1.17        
81          12.10       9.92        6.07        1.17        
82          12.10       9.91        6.07        1.16        
83          12.10       9.88        6.07        1.16        
84          12.04       9.87        6.07        1.16        
85          12.04       9.86        6.07        1.16        
86          12.04       9.83        6.07        1.17        
87          12.04       9.80        6.07        1.17        
88          12.04       9.78        6.07        1.18        
89          12.00       9.76        6.07        1.19        
90          12.00       9.73        6.07        1.20        
91          11.90       9.70        6.07        1.22        
92          11.90       9.69        6.07        1.22        
93          11.89       9.67        6.07        1.22        
94          11.89       9.65        6.07        1.22        
95          11.89       9.63        6.07        1.23        
96          11.89       9.62        6.07        1.23        
97          11.89       9.60        6.07        1.23        
98          11.89       9.59        6.07        1.23        
99          11.89       9.55        6.07        1.24        
100         11.89       9.53        6.07        1.24        
101         11.89       9.50        6.07        1.25        
102         11.89       9.49        6.07        1.25        
103         11.82       9.47        6.07        1.24        
104         11.72       9.45        6.07        1.23        
105         11.72       9.43        6.07        1.23        
106         11.59       9.42        6.07        1.22        
107         11.59       9.40        6.07        1.23        
108         11.59       9.39        6.07        1.23        
109         11.59       9.37        6.07        1.25        
110         11.59       9.35        6.07        1.26        
111         11.59       9.34        6.07        1.25        
112         11.59       9.32        6.07        1.24        
113         11.59       9.31        6.07        1.24        
114         11.59       9.30        6.07        1.24        
115         11.59       9.30        6.07        1.24        
116         11.59       9.29        6.07        1.23        
117         11.59       9.29        6.07        1.23        
118         11.59       9.28        6.07        1.23        
119         11.55       9.26        6.07        1.24        
120         11.55       9.25        6.07        1.23        
121         11.55       9.24        6.07        1.23        
122         11.51       9.21        6.07        1.22        
123         11.51       9.18        6.07        1.21        
124         11.51       9.17        6.07        1.21        
125         11.51       9.15        6.07        1.22        
126         11.51       9.14        6.07        1.22        
127         11.51       9.13        6.07        1.23        
128         11.51       9.12        6.07        1.22        
129         11.33       9.10        6.07        1.22        
130         11.33       9.10        6.07        1.23        
131         11.33       9.09        6.07        1.23        
132         11.33       9.09        6.07        1.23        
133         11.33       9.07        6.07        1.23        
134         11.33       9.06        6.07        1.23        
135         11.33       9.04        6.07        1.24        
136         11.33       9.03        6.07        1.23        
137         11.33       9.03        6.07        1.23        
138         11.31       9.02        6.07        1.23        
139         11.31       9.01        6.07        1.24        
140         11.31       9.00        6.07        1.23        
141         11.31       8.98        6.07        1.24        
142         11.31       8.98        6.07        1.25        
143         11.31       8.96        6.07        1.26        
144         11.31       8.95        6.07        1.26        
145         11.31       8.94        4.99        1.27        
146         11.31       8.93        4.99        1.27        
147         11.31       8.93        4.99        1.27        
148         11.31       8.92        4.99        1.27        
149         11.31       8.91        4.99        1.28        
150         11.31       8.91        4.99        1.28        
151         11.31       8.90        4.99        1.27        
152         11.31       8.89        4.99        1.28        
153         11.31       8.88        4.99        1.27        
154         11.31       8.87        4.99        1.27        
155         11.31       8.86        4.99        1.26        
156         11.31       8.85        4.99        1.26        
157         11.31       8.85        4.99        1.26        
158         11.31       8.84        4.99        1.25        
159         11.31       8.84        4.99        1.25        
160         11.31       8.81        4.99        1.25        
161         11.31       8.81        4.99        1.25        
162         11.31       8.80        4.99        1.25        
163         11.31       8.79        4.99        1.25        
164         11.31       8.79        4.99        1.25        
165         11.31       8.78        4.99        1.24        
166         11.31       8.76        4.99        1.25        
167         11.31       8.75        4.99        1.24        
168         11.31       8.74        4.99        1.24        
169         11.31       8.74        4.99        1.24        
170         11.31       8.72        4.99        1.23        
171         11.31       8.72        4.99        1.23        
172         11.31       8.71        4.99        1.23        
173         11.31       8.70        4.99        1.22        
174         11.31       8.70        4.99        1.22        
175         11.31       8.69        4.99        1.22        
176         11.31       8.68        4.99        1.22        
177         11.31       8.67        4.99        1.22        
178         11.31       8.66        4.99        1.21        
179         11.31       8.65        4.99        1.21        
180         11.31       8.65        4.99        1.21        
181         11.31       8.64        4.99        1.21        
182         11.31       8.63        4.99        1.21        
183         11.31       8.62        4.99        1.20        
184         11.31       8.62        4.99        1.20        
185         11.31       8.61        4.99        1.19        
186         11.31       8.60        4.99        1.19        
187         11.31       8.60        4.99        1.19        
188         11.31       8.60        4.99        1.19        
189         11.31       8.60        4.99        1.18        
190         11.31       8.59        4.99        1.18        
191         11.31       8.59        4.99        1.18        
192         11.31       8.59        4.99        1.18        
193         11.31       8.59        4.99        1.18        
194         11.31       8.58        4.99        1.18        
195         11.31       8.58        4.99        1.18        
196         11.31       8.58        4.99        1.18        
197         11.31       8.57        4.99        1.17        
198         11.31       8.56        4.99        1.18        
199         11.31       8.56        4.99        1.17        
200         11.31       8.55        4.99        1.17        
201         11.31       8.55        4.99        1.17        
202         11.28       8.54        4.99        1.16        
203         11.28       8.53        4.99        1.16        
204         11.28       8.52        4.99        1.16        
205         11.28       8.52        4.99        1.16        
206         11.28       8.52        4.99        1.16        
207         11.24       8.51        4.99        1.16        
208         11.24       8.50        4.99        1.15        
209         11.24       8.49        4.99        1.15        
210         11.24       8.49        4.99        1.15        
211         11.17       8.48        4.99        1.14        
212         11.17       8.48        4.99        1.14        
213         11.17       8.47        4.99        1.14        
214         11.17       8.47        4.99        1.13        
215         11.17       8.47        4.99        1.13        
216         11.17       8.46        4.99        1.14        
217         11.17       8.46        4.99        1.14        
218         11.17       8.46        4.99        1.14        
219         11.17       8.45        4.99        1.14        
220         11.17       8.44        4.99        1.14        
221         11.17       8.44        4.99        1.13        
222         11.04       8.43        4.99        1.13        
223         11.04       8.43        4.99        1.13        
224         11.04       8.43        4.99        1.12        
225         11.04       8.42        4.99        1.13        
226         11.04       8.42        4.99        1.13        
227         11.04       8.42        4.99        1.13        
228         11.04       8.42        4.99        1.13        
229         11.04       8.42        4.99        1.13        
230         11.04       8.42        4.99        1.13        
231         11.04       8.42        4.99        1.13        
232         11.04       8.41        4.99        1.13        
233         11.04       8.41        4.99        1.12        
234         11.01       8.40        4.99        1.12        
235         11.01       8.38        4.99        1.13        
236         11.01       8.38        4.99        1.13        
237         11.01       8.38        4.99        1.13        
238         11.01       8.37        4.99        1.12        
239         11.01       8.36        4.99        1.11        
240         11.01       8.35        4.99        1.11        
241         10.88       8.34        4.99        1.11        
242         10.88       8.33        4.99        1.11        
243         10.88       8.32        4.99        1.11        
244         10.88       8.32        4.99        1.11        
245         10.88       8.31        4.99        1.11        
246         10.60       8.30        4.99        1.11        
247         10.60       8.29        4.99        1.11        
248         10.36       8.29        4.99        1.11        
249         10.36       8.28        4.99        1.11        
