Error Distribution Results
Graph Size: 100
Number of Instances: 50

Error Statistics:
Mean Error: 3.0675
Std Error: 1.0557
Mean Relative Error: 43.46%
Max Relative Error: 83.89%

Instance  GA             Exact          Error          Relative Error %
0         10.50          7.05           3.45           48.91          
1         9.37           5.60           3.76           67.15          
2         10.20          7.39           2.80           37.93          
3         9.74           6.99           2.75           39.36          
4         11.99          8.15           3.84           47.13          
5         10.73          6.89           3.84           55.82          
6         12.18          8.14           4.04           49.65          
7         11.26          6.52           4.73           72.57          
8         11.22          7.67           3.55           46.35          
9         9.96           7.35           2.61           35.43          
10        11.20          8.37           2.83           33.84          
11        10.61          8.08           2.53           31.31          
12        9.86           5.44           4.42           81.13          
13        9.87           6.69           3.17           47.45          
14        11.59          9.31           2.28           24.45          
15        10.06          5.80           4.26           73.45          
16        7.74           7.54           0.20           2.61           
17        10.11          8.48           1.63           19.17          
18        10.94          7.39           3.55           47.98          
19        9.66           7.05           2.62           37.13          
20        10.79          8.85           1.94           21.93          
21        10.45          6.95           3.49           50.26          
22        10.47          7.52           2.96           39.33          
23        10.39          6.45           3.94           61.15          
24        9.15           6.12           3.02           49.38          
25        9.33           7.02           2.31           32.87          
26        11.00          6.78           4.22           62.31          
27        12.42          8.34           4.07           48.83          
28        11.37          8.16           3.21           39.32          
29        11.21          7.48           3.73           49.86          
30        10.80          6.75           4.06           60.11          
31        10.24          7.08           3.16           44.72          
32        9.76           5.31           4.45           83.89          
33        10.08          5.77           4.30           74.49          
34        7.69           7.03           0.67           9.50           
35        11.11          7.46           3.65           48.88          
36        11.21          9.29           1.92           20.71          
37        10.47          8.26           2.21           26.78          
38        9.80           8.69           1.11           12.78          
39        10.98          8.67           2.31           26.61          
40        10.32          7.71           2.61           33.78          
41        10.09          7.08           3.01           42.48          
42        7.98           6.98           1.01           14.45          
43        11.54          6.63           4.91           74.14          
44        10.59          7.85           2.74           34.89          
45        10.65          7.03           3.62           51.56          
46        9.14           7.03           2.11           29.97          
47        12.27          7.96           4.32           54.27          
48        9.98           7.96           2.02           25.42          
49        10.39          6.95           3.43           49.38          
