Error Distribution Results
Graph Size: 25
Number of Instances: 50

Error Statistics:
Mean Error: 3.8163
Std Error: 1.7089
Mean Relative Error: 45.08%
Max Relative Error: 126.74%

Instance  GA             Exact          Error          Relative Error %
0         11.66          7.94           3.72           46.88          
1         14.47          11.11          3.36           30.29          
2         10.23          10.23          0.00           0.00           
3         12.26          10.94          1.32           12.06          
4         13.81          11.43          2.38           20.81          
5         13.29          12.12          1.17           9.65           
6         11.31          7.65           3.66           47.86          
7         12.76          9.91           2.86           28.82          
8         14.93          12.43          2.50           20.11          
9         14.04          7.78           6.26           80.48          
10        13.31          9.03           4.28           47.35          
11        13.36          10.51          2.84           27.06          
12        11.91          7.55           4.36           57.77          
13        12.26          6.81           5.45           79.99          
14        12.96          10.26          2.70           26.34          
15        13.17          9.05           4.12           45.53          
16        12.29          8.62           3.67           42.60          
17        13.21          8.14           5.08           62.41          
18        11.61          8.50           3.10           36.49          
19        10.17          7.11           3.06           43.06          
20        12.38          9.22           3.16           34.27          
21        14.96          10.92          4.04           36.97          
22        11.64          8.64           3.00           34.76          
23        13.13          5.79           7.34           126.74         
24        12.51          10.27          2.24           21.77          
25        12.00          9.42           2.57           27.31          
26        12.91          6.20           6.71           108.17         
27        10.80          7.34           3.46           47.19          
28        14.99          7.31           7.67           104.92         
29        15.21          7.95           7.26           91.21          
30        12.10          7.54           4.56           60.44          
31        10.46          7.75           2.71           34.92          
32        12.05          9.21           2.83           30.77          
33        14.48          8.70           5.78           66.43          
34        13.55          10.02          3.53           35.23          
35        11.73          8.43           3.30           39.09          
36        15.99          8.71           7.28           83.50          
37        15.10          9.79           5.31           54.28          
38        10.83          8.74           2.09           23.93          
39        13.69          11.24          2.45           21.82          
40        13.63          10.79          2.84           26.34          
41        13.85          9.02           4.83           53.59          
42        12.05          8.68           3.37           38.85          
43        13.52          8.94           4.58           51.26          
44        11.24          8.90           2.34           26.27          
45        14.57          8.52           6.05           70.93          
46        15.93          10.34          5.59           54.10          
47        13.56          9.40           4.16           44.27          
48        10.70          9.00           1.70           18.94          
49        12.85          10.68          2.17           20.35          
