Error Distribution Results
Graph Size: 50
Number of Instances: 50

Error Statistics:
Mean Error: 3.0748
Std Error: 1.4315
Mean Relative Error: 40.93%
Max Relative Error: 100.00%

Instance  GA             Exact          Error          Relative Error %
0         11.64          8.27           3.37           40.75          
1         10.54          6.01           4.53           75.34          
2         9.09           7.75           1.34           17.27          
3         12.00          8.08           3.92           48.58          
4         11.04          9.49           1.55           16.33          
5         11.36          8.93           2.43           27.24          
6         10.07          8.47           1.60           18.84          
7         11.41          7.26           4.15           57.13          
8         12.44          8.79           3.65           41.55          
9         11.39          5.94           5.46           91.86          
10        9.94           7.58           2.37           31.25          
11        13.92          7.19           6.73           93.64          
12        11.38          9.66           1.72           17.84          
13        12.43          6.22           6.22           100.00         
14        12.54          8.88           3.66           41.16          
15        12.04          8.83           3.21           36.39          
16        12.25          8.59           3.66           42.59          
17        11.54          6.88           4.66           67.67          
18        9.12           7.58           1.54           20.28          
19        11.08          6.86           4.22           61.56          
20        10.32          8.68           1.64           18.90          
21        10.86          7.19           3.67           51.09          
22        9.33           8.16           1.17           14.33          
23        11.86          9.29           2.58           27.75          
24        11.61          7.42           4.20           56.59          
25        12.23          7.72           4.50           58.27          
26        10.59          8.45           2.14           25.39          
27        11.29          8.48           2.81           33.10          
28        9.85           7.09           2.76           38.88          
29        10.53          6.67           3.86           57.93          
30        10.40          6.04           4.36           72.21          
31        12.65          9.43           3.22           34.09          
32        10.82          6.58           4.24           64.39          
33        10.13          6.49           3.64           56.07          
34        10.95          10.06          0.88           8.79           
35        8.64           6.21           2.44           39.27          
36        10.60          8.68           1.91           22.01          
37        11.64          8.86           2.78           31.34          
38        9.05           6.95           2.10           30.27          
39        13.19          9.28           3.91           42.10          
40        10.44          8.12           2.31           28.50          
41        11.42          7.92           3.51           44.32          
42        12.80          6.59           6.21           94.30          
43        11.92          9.08           2.85           31.35          
44        10.66          7.61           3.06           40.17          
45        8.00           8.00           0.00           0.00           
46        12.44          10.68          1.76           16.43          
47        8.47           7.54           0.93           12.32          
48        9.60           8.14           1.46           17.90          
49        12.05          9.17           2.88           31.40          
