Error Distribution Results
Graph Size: 100
Number of Instances: 50

Error Statistics:
Mean Error: 2.3052
Std Error: 1.0245
Mean Relative Error: 31.87%
Max Relative Error: 89.69%

Instance  GA             Exact          Error          Relative Error %
0         9.67           6.90           2.77           40.11          
1         10.06          6.45           3.62           56.10          
2         11.82          8.53           3.29           38.57          
3         10.15          8.00           2.14           26.81          
4         9.67           7.38           2.29           31.08          
5         9.86           6.97           2.89           41.53          
6         8.76           7.18           1.59           22.09          
7         10.08          8.22           1.86           22.65          
8         10.25          8.24           2.01           24.33          
9         9.12           7.30           1.82           24.93          
10        9.16           6.93           2.22           32.07          
11        9.81           7.67           2.14           27.82          
12        11.52          6.33           5.19           81.96          
13        9.77           7.01           2.77           39.49          
14        8.59           6.44           2.15           33.33          
15        8.15           7.92           0.23           2.88           
16        9.58           8.72           0.86           9.82           
17        10.74          9.20           1.55           16.80          
18        11.47          7.92           3.55           44.85          
19        8.84           6.05           2.79           46.08          
20        10.61          7.80           2.81           36.06          
21        8.07           5.92           2.15           36.41          
22        9.67           7.17           2.50           34.80          
23        8.61           6.30           2.31           36.75          
24        8.37           6.36           2.01           31.68          
25        10.14          6.54           3.60           55.02          
26        10.44          8.53           1.91           22.44          
27        10.65          8.12           2.53           31.15          
28        10.52          7.44           3.08           41.33          
29        10.93          7.68           3.25           42.38          
30        9.72           8.62           1.10           12.71          
31        10.10          7.83           2.27           29.06          
32        10.33          7.01           3.32           47.43          
33        10.94          9.10           1.84           20.24          
34        6.92           6.92           0.00           0.00           
35        6.19           6.15           0.04           0.70           
36        10.25          8.80           1.45           16.46          
37        9.67           5.10           4.57           89.69          
38        9.57           8.00           1.57           19.57          
39        11.10          7.11           3.99           56.19          
40        9.77           7.95           1.81           22.82          
41        11.17          8.37           2.80           33.48          
42        9.40           8.58           0.82           9.55           
43        9.46           7.64           1.83           23.94          
44        9.29           7.26           2.03           27.89          
45        11.96          8.71           3.25           37.27          
46        10.29          7.69           2.60           33.85          
47        8.44           6.61           1.84           27.84          
48        10.27          7.73           2.54           32.91          
49        9.92           8.22           1.70           20.70          
