Error Distribution Results
Graph Size: 200
Number of Instances: 50

Error Statistics:
Mean Error: 2.3893
Std Error: 1.0542
Mean Relative Error: 37.66%
Max Relative Error: 85.02%

Instance  GA             Exact          Error          Relative Error %
0         9.82           6.56           3.26           49.76          
1         7.71           6.26           1.45           23.19          
2         8.89           6.56           2.33           35.51          
3         10.15          5.48           4.66           85.02          
4         8.18           5.80           2.38           40.96          
5         6.49           5.54           0.95           17.15          
6         8.85           5.28           3.57           67.66          
7         7.23           6.99           0.24           3.47           
8         9.24           7.01           2.23           31.86          
9         10.01          7.36           2.65           36.03          
10        7.75           4.99           2.76           55.35          
11        7.41           6.70           0.71           10.55          
12        8.85           6.17           2.68           43.47          
13        9.83           7.37           2.45           33.29          
14        9.63           6.72           2.92           43.42          
15        9.39           7.16           2.23           31.09          
16        9.61           6.63           2.97           44.82          
17        8.41           6.87           1.54           22.45          
18        9.38           7.48           1.90           25.34          
19        10.05          5.88           4.17           70.98          
20        7.81           5.95           1.86           31.27          
21        9.28           7.14           2.14           30.01          
22        9.35           7.63           1.72           22.55          
23        9.90           8.22           1.68           20.41          
24        10.48          6.80           3.68           54.05          
25        7.15           6.24           0.91           14.52          
26        9.39           7.25           2.14           29.55          
27        7.62           7.03           0.59           8.45           
28        9.41           7.22           2.19           30.27          
29        9.57           5.78           3.79           65.56          
30        9.91           6.97           2.93           42.03          
31        7.16           6.04           1.13           18.65          
32        8.20           4.82           3.38           70.11          
33        10.19          6.36           3.82           60.11          
34        8.51           7.85           0.66           8.44           
35        8.95           5.65           3.30           58.50          
36        9.82           6.00           3.82           63.68          
37        9.49           6.56           2.93           44.73          
38        9.81           5.95           3.86           64.77          
39        9.02           7.28           1.74           23.88          
40        9.77           7.78           1.99           25.56          
41        8.93           6.00           2.93           48.89          
42        6.93           6.28           0.65           10.39          
43        7.12           5.82           1.30           22.30          
44        7.89           6.21           1.68           27.04          
45        10.51          6.97           3.54           50.84          
46        9.56           6.68           2.88           43.19          
47        10.17          6.44           3.73           57.87          
48        9.07           6.70           2.36           35.29          
49        9.24           7.18           2.06           28.75          
