Fitness Progress Results
Population Size: 50
Steps: 500

Generation  Best        Average     Worst       StdDev      
131         13.63       11.54       6.68        1.09        
132         13.63       11.53       6.68        1.09        
133         13.59       11.52       6.68        1.09        
134         13.59       11.51       6.68        1.09        
135         13.49       11.50       6.68        1.09        
136         13.49       11.50       6.68        1.09        
137         13.49       11.49       6.68        1.09        
138         13.49       11.48       6.68        1.08        
139         13.49       11.48       6.68        1.09        
140         13.48       11.46       6.68        1.09        
141         13.48       11.45       6.68        1.09        
142         13.47       11.45       6.68        1.08        
143         13.47       11.44       6.68        1.08        
144         13.47       11.43       6.68        1.08        
145         13.47       11.42       6.68        1.08        
146         13.47       11.42       6.68        1.08        
147         13.47       11.41       6.68        1.07        
148         13.46       11.40       6.68        1.07        
149         13.46       11.39       6.68        1.07        
150         13.46       11.39       6.68        1.07        
151         13.41       11.38       6.68        1.07        
152         13.41       11.38       6.68        1.07        
153         13.41       11.37       6.68        1.07        
154         13.41       11.37       6.68        1.07        
155         13.41       11.36       6.68        1.07        
156         13.41       11.35       6.68        1.07        
157         13.41       11.35       6.68        1.07        
158         13.38       11.34       6.68        1.07        
159         13.38       11.33       6.68        1.08        
160         13.38       11.33       6.68        1.07        
161         13.38       11.32       6.68        1.08        
162         13.37       11.31       6.68        1.08        
163         13.35       11.31       6.68        1.08        
164         13.35       11.30       6.68        1.08        
165         13.35       11.29       6.68        1.08        
166         13.35       11.28       6.68        1.08        
167         13.35       11.28       6.68        1.08        
168         13.33       11.27       6.68        1.07        
169         13.33       11.26       6.68        1.07        
170         13.33       11.25       6.68        1.07        
171         13.33       11.24       6.68        1.07        
172         13.33       11.23       6.68        1.07        
173         13.32       11.23       6.68        1.07        
174         13.32       11.22       6.68        1.07        
175         13.32       11.21       6.68        1.07        
176         13.31       11.20       6.68        1.07        
177         13.31       11.19       6.68        1.07        
178         13.29       11.18       6.68        1.07        
179         13.28       11.18       6.68        1.07        
180         13.24       11.17       6.68        1.07        
181         13.24       11.17       6.68        1.07        
182         13.24       11.15       6.68        1.07        
183         13.24       11.14       6.68        1.07        
184         13.24       11.14       6.68        1.07        
185         13.22       11.13       6.68        1.07        
186         13.18       11.12       6.68        1.07        
187         13.18       11.11       6.68        1.06        
188         13.18       11.11       6.68        1.06        
189         13.18       11.10       6.68        1.06        
190         13.18       11.10       6.68        1.06        
191         13.18       11.09       6.68        1.06        
192         13.18       11.08       6.68        1.06        
193         13.18       11.08       6.68        1.06        
194         13.13       11.07       6.68        1.06        
195         13.13       11.06       6.68        1.06        
196         13.13       11.05       6.68        1.05        
197         13.13       11.05       6.68        1.05        
198         13.13       11.04       6.68        1.05        
199         13.13       11.04       6.68        1.05        
200         13.05       11.03       6.68        1.05        
201         13.05       11.02       6.68        1.05        
202         13.05       11.02       6.68        1.05        
203         13.05       11.02       6.68        1.05        
204         13.05       11.01       6.68        1.05        
205         13.05       11.00       6.68        1.05        
206         13.05       11.00       6.68        1.05        
207         13.04       10.99       6.68        1.05        
208         13.04       10.98       6.68        1.05        
209         13.04       10.97       6.68        1.05        
210         13.04       10.97       6.68        1.05        
211         13.03       10.96       6.68        1.05        
212         12.99       10.95       6.68        1.04        
213         12.97       10.94       6.68        1.04        
214         12.97       10.94       6.68        1.04        
215         12.97       10.93       6.68        1.04        
216         12.97       10.92       6.68        1.05        
217         12.97       10.91       6.68        1.04        
218         12.97       10.91       6.68        1.04        
219         12.95       10.90       6.68        1.04        
220         12.88       10.89       6.68        1.04        
221         12.86       10.88       6.68        1.04        
222         12.86       10.87       6.68        1.04        
223         12.84       10.87       6.68        1.04        
224         12.83       10.86       6.68        1.03        
225         12.82       10.85       6.68        1.03        
226         12.82       10.85       6.68        1.03        
227         12.82       10.84       6.68        1.03        
228         12.82       10.84       6.68        1.03        
229         12.79       10.83       6.68        1.02        
230         12.79       10.83       6.68        1.02        
231         12.79       10.82       6.68        1.02        
232         12.79       10.82       6.68        1.02        
233         12.79       10.81       6.68        1.02        
234         12.79       10.81       6.68        1.02        
235         12.79       10.81       6.68        1.02        
236         12.79       10.80       6.68        1.02        
237         12.79       10.80       6.68        1.02        
238         12.79       10.80       6.68        1.02        
239         12.79       10.79       6.68        1.02        
240         12.79       10.79       6.68        1.02        
241         12.79       10.79       6.68        1.01        
242         12.79       10.79       6.68        1.01        
243         12.79       10.78       6.68        1.01        
244         12.79       10.78       6.68        1.01        
245         12.79       10.77       6.68        1.01        
246         12.79       10.77       6.68        1.01        
247         12.79       10.76       6.68        1.01        
248         12.79       10.76       6.68        1.00        
249         12.79       10.75       6.68        1.00        
250         12.79       10.75       6.68        1.00        
251         12.79       10.74       6.68        1.00        
252         12.79       10.73       6.68        1.00        
253         12.75       10.73       6.68        1.00        
254         12.75       10.72       6.68        1.00        
255         12.75       10.72       6.68        1.00        
256         12.75       10.71       6.68        1.00        
257         12.75       10.71       6.68        1.00        
258         12.75       10.70       6.68        1.00        
259         12.75       10.70       6.68        1.00        
260         12.75       10.69       6.68        1.00        
261         12.75       10.69       6.68        1.00        
262         12.75       10.69       6.68        0.99        
263         12.75       10.68       6.68        0.99        
264         12.75       10.68       6.68        0.99        
265         12.75       10.68       6.68        0.99        
266         12.75       10.67       6.68        0.99        
267         12.75       10.67       6.68        0.99        
268         12.75       10.66       6.68        0.99        
269         12.75       10.66       6.68        0.99        
270         12.75       10.65       6.68        0.99        
271         12.75       10.65       6.68        0.99        
272         12.75       10.64       6.68        0.99        
273         12.75       10.63       6.68        0.99        
274         12.75       10.63       6.68        0.99        
275         12.75       10.63       6.68        0.99        
276         12.74       10.62       6.68        0.99        
277         12.74       10.62       6.68        0.99        
278         12.74       10.61       6.68        0.98        
279         12.71       10.61       6.68        0.98        
280         12.71       10.60       6.68        0.98        
281         12.71       10.59       6.68        0.98        
282         12.71       10.59       6.68        0.98        
283         12.71       10.58       6.68        0.98        
284         12.71       10.58       6.68        0.98        
285         12.71       10.57       6.68        0.98        
286         12.71       10.57       6.68        0.98        
287         12.71       10.56       6.68        0.98        
288         12.65       10.55       6.68        0.97        
289         12.65       10.55       6.68        0.98        
290         12.65       10.54       6.68        0.97        
291         12.65       10.54       6.68        0.97        
292         12.65       10.53       6.68        0.97        
293         12.65       10.53       6.68        0.97        
294         12.65       10.53       6.68        0.97        
295         12.60       10.52       6.68        0.97        
296         12.60       10.51       6.68        0.97        
297         12.60       10.51       6.68        0.97        
298         12.60       10.50       6.68        0.98        
299         12.58       10.50       6.68        0.97        
300         12.58       10.49       6.68        0.97        
301         12.58       10.49       6.68        0.97        
302         12.58       10.49       6.68        0.97        
303         12.58       10.48       6.68        0.97        
304         12.58       10.48       6.68        0.97        
305         12.58       10.47       6.68        0.97        
306         12.58       10.47       6.68        0.97        
307         12.55       10.47       6.68        0.97        
308         12.55       10.46       6.68        0.97        
309         12.55       10.46       6.68        0.96        
310         12.55       10.46       6.68        0.96        
311         12.55       10.45       6.68        0.97        
312         12.55       10.45       6.68        0.96        
313         12.55       10.44       6.68        0.96        
314         12.55       10.44       6.68        0.97        
315         12.55       10.43       6.68        0.96        
316         12.55       10.43       6.68        0.97        
317         12.55       10.43       6.68        0.97        
318         12.55       10.42       6.68        0.96        
319         12.55       10.42       6.68        0.97        
320         12.54       10.42       6.68        0.97        
321         12.54       10.41       6.68        0.96        
322         12.54       10.41       6.68        0.96        
323         12.54       10.41       6.68        0.96        
324         12.54       10.40       6.68        0.97        
325         12.54       10.40       6.68        0.97        
326         12.54       10.39       6.68        0.97        
327         12.54       10.39       6.68        0.97        
328         12.50       10.38       6.68        0.96        
329         12.50       10.38       6.68        0.96        
330         12.50       10.38       6.68        0.96        
331         12.46       10.37       6.68        0.96        
332         12.44       10.37       6.68        0.96        
333         12.44       10.36       6.68        0.96        
334         12.44       10.36       6.68        0.96        
335         12.44       10.35       6.68        0.96        
336         12.44       10.35       6.68        0.96        
337         12.44       10.34       6.68        0.96        
338         12.44       10.34       6.68        0.95        
339         12.44       10.34       6.68        0.95        
340         12.44       10.33       6.68        0.95        
341         12.44       10.33       6.68        0.95        
342         12.44       10.33       6.68        0.95        
343         12.44       10.32       6.68        0.96        
344         12.44       10.32       6.68        0.96        
345         12.44       10.32       6.68        0.96        
346         12.44       10.31       6.68        0.95        
347         12.44       10.31       6.68        0.95        
348         12.44       10.30       6.68        0.95        
349         12.44       10.30       6.68        0.95        
350         12.44       10.29       6.68        0.95        
351         12.44       10.29       6.68        0.95        
352         12.44       10.28       6.68        0.95        
353         12.44       10.28       6.68        0.95        
354         12.44       10.28       6.68        0.95        
355         12.44       10.28       6.68        0.95        
356         12.34       10.27       6.68        0.95        
357         12.34       10.27       6.68        0.95        
358         12.34       10.26       6.68        0.95        
359         12.34       10.26       6.68        0.95        
360         12.34       10.25       6.68        0.95        
361         12.34       10.25       6.68        0.95        
362         12.34       10.24       6.68        0.95        
363         12.34       10.24       6.68        0.95        
364         12.34       10.24       6.68        0.95        
365         12.33       10.24       6.68        0.95        
366         12.33       10.23       6.68        0.95        
367         12.33       10.23       6.68        0.95        
368         12.33       10.22       6.68        0.94        
369         12.28       10.22       6.68        0.94        
370         12.28       10.22       6.68        0.94        
371         12.21       10.21       6.68        0.94        
372         12.21       10.21       6.68        0.94        
373         12.19       10.20       6.68        0.94        
374         12.19       10.20       6.68        0.94        
375         12.19       10.20       6.68        0.94        
376         12.19       10.19       6.68        0.94        
377         12.15       10.19       6.68        0.94        
378         12.15       10.18       6.68        0.94        
379         12.06       10.18       6.68        0.94        
380         12.06       10.18       6.68        0.94        
381         12.06       10.17       6.68        0.93        
382         12.06       10.17       6.68        0.93        
383         12.06       10.16       6.68        0.93        
384         12.06       10.16       6.68        0.93        
385         12.06       10.16       6.68        0.93        
386         12.06       10.15       6.68        0.93        
387         12.06       10.15       6.68        0.93        
388         12.06       10.15       6.68        0.93        
389         12.06       10.14       6.68        0.93        
390         12.06       10.14       6.68        0.93        
391         12.06       10.14       6.68        0.93        
392         12.06       10.14       6.68        0.93        
393         12.06       10.14       6.68        0.93        
394         12.06       10.13       6.68        0.93        
395         12.06       10.13       6.68        0.93        
396         12.06       10.13       6.68        0.93        
397         12.06       10.13       6.68        0.93        
398         12.06       10.12       6.68        0.93        
399         12.06       10.12       6.68        0.93        
400         12.06       10.12       6.68        0.93        
401         12.06       10.11       6.68        0.93        
402         12.06       10.11       6.68        0.93        
403         12.06       10.11       6.68        0.93        
404         12.06       10.10       6.68        0.93        
405         12.06       10.10       6.68        0.93        
406         12.06       10.10       6.68        0.93        
407         12.06       10.10       6.68        0.93        
408         12.03       10.09       6.68        0.93        
409         11.98       10.09       6.68        0.93        
410         11.92       10.09       6.68        0.93        
411         11.92       10.08       6.68        0.93        
412         11.92       10.08       6.68        0.93        
413         11.92       10.08       6.68        0.93        
414         11.92       10.07       6.68        0.93        
415         11.92       10.07       6.68        0.93        
416         11.92       10.07       6.68        0.93        
417         11.92       10.06       6.68        0.93        
418         11.90       10.06       6.68        0.93        
419         11.90       10.06       6.68        0.93        
420         11.90       10.06       6.68        0.93        
421         11.90       10.05       6.68        0.93        
422         11.90       10.05       6.68        0.93        
423         11.90       10.05       6.68        0.93        
424         11.90       10.05       6.68        0.93        
425         11.90       10.05       6.68        0.93        
426         11.90       10.04       6.68        0.92        
427         11.90       10.04       6.68        0.92        
428         11.90       10.04       6.68        0.92        
429         11.90       10.03       6.68        0.92        
430         11.90       10.03       6.68        0.92        
431         11.90       10.03       6.68        0.92        
432         11.90       10.02       6.68        0.92        
433         11.90       10.02       6.68        0.92        
434         11.90       10.02       6.68        0.92        
435         11.90       10.02       6.68        0.92        
436         11.90       10.01       6.68        0.92        
437         11.90       10.01       6.68        0.92        
438         11.90       10.01       6.68        0.92        
439         11.90       10.00       6.68        0.92        
440         11.90       10.00       6.68        0.92        
441         11.90       10.00       6.68        0.92        
442         11.90       10.00       6.68        0.92        
443         11.89       9.99        6.68        0.92        
444         11.86       9.99        6.68        0.91        
445         11.86       9.99        6.68        0.91        
446         11.86       9.99        6.68        0.91        
447         11.86       9.98        6.68        0.91        
448         11.86       9.98        6.68        0.91        
449         11.86       9.98        6.68        0.91        
450         11.86       9.98        6.68        0.91        
451         11.86       9.98        6.68        0.91        
452         11.86       9.98        6.68        0.91        
453         11.86       9.97        6.68        0.91        
454         11.86       9.97        6.68        0.91        
455         11.85       9.97        6.68        0.91        
456         11.85       9.96        6.68        0.91        
457         11.85       9.96        6.68        0.91        
458         11.85       9.96        6.68        0.91        
459         11.85       9.96        6.68        0.91        
460         11.83       9.96        6.68        0.91        
461         11.83       9.96        6.68        0.91        
462         11.81       9.95        6.68        0.91        
463         11.81       9.95        6.68        0.91        
464         11.81       9.95        6.68        0.91        
465         11.81       9.95        6.68        0.91        
466         11.81       9.95        6.68        0.91        
467         11.81       9.94        6.68        0.91        
468         11.81       9.94        6.68        0.91        
469         11.81       9.94        6.68        0.91        
470         11.81       9.94        6.68        0.91        
471         11.81       9.93        6.68        0.91        
472         11.81       9.93        6.68        0.91        
473         11.81       9.93        6.68        0.91        
474         11.81       9.93        6.68        0.91        
475         11.81       9.93        6.68        0.91        
476         11.81       9.92        6.68        0.91        
477         11.81       9.92        6.68        0.90        
478         11.81       9.92        6.68        0.90        
479         11.79       9.92        6.68        0.90        
480         11.77       9.91        6.68        0.90        
481         11.77       9.91        6.68        0.90        
482         11.77       9.91        6.68        0.90        
483         11.77       9.91        6.68        0.90        
484         11.77       9.91        6.68        0.90        
485         11.77       9.90        6.68        0.90        
486         11.77       9.90        6.68        0.90        
487         11.69       9.90        6.68        0.90        
488         11.69       9.90        6.68        0.90        
489         11.69       9.90        6.68        0.90        
490         11.69       9.89        6.68        0.90        
491         11.69       9.89        6.68        0.90        
492         11.69       9.89        6.68        0.90        
493         11.69       9.89        6.68        0.90        
494         11.69       9.89        6.68        0.89        
495         11.69       9.89        6.68        0.89        
496         11.67       9.88        6.68        0.89        
497         11.67       9.88        6.68        0.89        
498         11.67       9.88        6.68        0.89        
499         11.67       9.88        6.68        0.89        
