Fitness Progress Results
Population Size: 5
Steps: 500

Generation  Best        Average     Worst       StdDev      
0           18.38       14.05       8.68        1.69        
1           16.88       13.55       8.68        1.51        
2           16.62       13.30       8.68        1.40        
3           15.81       13.06       8.68        1.32        
4           15.81       12.88       8.68        1.28        
5           15.65       12.60       8.31        1.25        
6           15.03       12.45       8.31        1.23        
7           14.99       12.32       8.31        1.20        
8           14.68       12.25       8.31        1.14        
9           14.52       12.13       8.31        1.13        
10          14.52       12.04       8.31        1.13        
11          14.52       11.97       8.31        1.11        
12          14.30       11.88       8.31        1.11        
13          14.30       11.83       8.31        1.12        
14          14.13       11.72       8.31        1.11        
15          14.13       11.63       8.31        1.09        
16          13.83       11.57       8.31        1.07        
17          13.83       11.56       8.31        1.06        
18          13.83       11.51       8.31        1.05        
19          13.83       11.46       8.31        1.08        
20          13.83       11.42       8.31        1.06        
21          13.83       11.39       8.31        1.06        
22          13.83       11.36       8.31        1.06        
23          13.62       11.30       8.31        1.03        
24          13.39       11.25       8.31        1.00        
25          13.39       11.24       8.31        0.99        
26          13.29       11.19       8.31        1.00        
27          13.28       11.17       8.31        0.99        
28          13.28       11.13       8.31        0.99        
29          13.26       11.08       6.88        1.03        
30          13.26       11.03       6.88        1.03        
31          13.26       10.99       6.88        1.03        
32          13.26       10.95       6.88        1.02        
33          13.23       10.92       6.88        1.00        
34          13.23       10.87       6.88        1.01        
35          13.23       10.83       6.88        1.02        
36          13.23       10.80       6.88        1.01        
37          13.23       10.78       6.88        1.01        
38          13.23       10.74       6.88        1.03        
39          13.23       10.71       6.88        1.02        
40          13.23       10.67       6.88        1.02        
41          13.23       10.66       6.88        1.02        
42          12.83       10.64       6.88        1.01        
43          12.77       10.59       6.88        1.03        
44          12.77       10.57       6.88        1.02        
45          12.77       10.55       6.88        1.02        
46          12.77       10.53       6.88        1.01        
47          12.77       10.49       6.88        1.00        
48          12.77       10.48       6.88        0.99        
49          12.77       10.46       6.88        0.99        
50          12.77       10.45       6.88        0.98        
51          12.77       10.45       6.88        0.97        
52          12.77       10.43       6.88        0.98        
53          12.77       10.41       6.52        1.01        
54          12.77       10.39       6.52        0.99        
55          12.77       10.37       6.52        0.99        
56          12.54       10.36       6.52        0.98        
57          12.54       10.32       6.52        0.98        
58          12.54       10.31       6.52        0.97        
59          12.54       10.30       6.52        0.97        
60          12.54       10.27       6.52        0.96        
61          12.54       10.25       6.52        0.97        
62          12.54       10.22       6.52        0.98        
63          12.54       10.20       6.52        0.97        
64          12.54       10.19       6.52        0.97        
65          12.54       10.17       6.52        0.96        
66          12.54       10.16       6.52        0.96        
67          12.54       10.15       6.52        0.96        
68          12.54       10.14       6.52        0.96        
69          12.54       10.11       6.52        0.96        
70          12.50       10.09       6.52        0.96        
71          12.50       10.09       6.52        0.96        
72          12.50       10.09       6.52        0.96        
73          12.50       10.08       6.52        0.95        
74          12.50       10.07       6.52        0.96        
75          12.50       10.05       6.52        1.00        
76          12.50       10.03       6.52        1.00        
77          12.50       9.99        6.52        1.02        
78          12.50       9.97        6.52        1.01        
79          12.50       9.96        6.52        1.01        
80          12.50       9.96        6.52        1.01        
81          12.50       9.94        6.52        1.01        
82          12.50       9.94        6.52        1.01        
83          12.50       9.92        6.52        1.02        
84          12.50       9.89        6.52        1.02        
85          12.50       9.88        6.52        1.01        
86          12.50       9.85        6.52        1.02        
87          12.50       9.83        6.52        1.03        
88          12.43       9.81        6.52        1.01        
89          12.43       9.81        6.52        1.01        
90          12.43       9.79        6.52        1.01        
91          12.43       9.78        6.52        1.01        
92          12.43       9.78        6.52        1.01        
93          12.43       9.76        6.52        1.01        
94          12.37       9.74        6.52        0.99        
95          12.37       9.72        6.52        0.99        
96          12.35       9.70        6.52        1.00        
97          12.35       9.68        6.52        1.01        
98          12.35       9.67        6.52        1.01        
99          12.35       9.67        6.52        1.01        
100         12.35       9.66        6.52        1.00        
101         12.35       9.65        6.52        1.00        
102         12.35       9.64        6.52        0.99        
103         12.35       9.63        6.52        0.99        
104         12.35       9.61        6.52        1.00        
105         12.35       9.61        6.52        1.00        
106         12.35       9.61        6.52        1.00        
107         12.35       9.60        6.52        1.00        
108         12.27       9.59        6.52        1.00        
109         12.27       9.59        6.52        1.00        
110         12.27       9.59        6.52        1.00        
111         12.27       9.59        6.52        1.00        
112         12.27       9.59        6.52        1.00        
113         12.27       9.58        6.52        0.99        
114         12.27       9.57        6.52        0.99        
115         12.27       9.56        6.52        0.99        
116         12.27       9.56        6.52        1.00        
117         12.27       9.55        6.52        0.99        
118         12.27       9.55        6.52        0.99        
119         12.27       9.54        6.52        0.99        
120         12.27       9.53        6.52        0.99        
121         12.27       9.53        6.52        0.99        
122         12.27       9.52        6.52        0.99        
123         12.27       9.51        6.52        0.99        
124         12.27       9.51        6.52        0.99        
125         12.27       9.50        6.52        0.98        
126         12.27       9.49        6.52        0.99        
127         12.27       9.48        6.52        0.99        
128         12.27       9.48        6.52        1.00        
129         12.27       9.47        6.52        1.00        
130         12.27       9.46        6.52        1.00        
131         12.27       9.45        6.52        0.99        
132         12.27       9.45        6.52        0.99        
133         12.27       9.45        6.52        0.99        
134         12.27       9.44        6.52        0.99        
135         12.27       9.44        6.52        0.99        
136         12.27       9.44        6.52        0.99        
137         12.27       9.42        6.52        0.98        
138         12.27       9.41        6.52        0.97        
139         12.27       9.41        6.52        0.97        
140         12.22       9.40        6.52        0.96        
141         12.22       9.39        6.52        0.96        
142         12.22       9.39        6.52        0.95        
143         12.22       9.37        6.52        0.95        
144         12.22       9.37        6.52        0.95        
145         12.22       9.37        6.52        0.94        
146         12.22       9.36        6.52        0.94        
147         11.79       9.36        6.52        0.93        
148         11.79       9.35        6.52        0.93        
149         11.79       9.35        6.52        0.93        
150         11.79       9.35        6.52        0.93        
151         11.79       9.35        6.52        0.93        
152         11.79       9.34        6.52        0.92        
153         11.79       9.34        6.52        0.92        
154         11.79       9.34        6.52        0.92        
155         11.79       9.33        6.52        0.92        
156         11.79       9.31        6.52        0.92        
157         11.79       9.31        6.52        0.92        
158         11.79       9.31        6.52        0.92        
159         11.79       9.31        6.52        0.92        
160         11.79       9.29        6.52        0.92        
161         11.79       9.29        6.52        0.92        
162         11.79       9.28        6.52        0.92        
163         11.79       9.28        6.52        0.92        
164         11.79       9.27        6.52        0.92        
165         11.79       9.27        6.52        0.92        
166         11.79       9.27        6.52        0.92        
167         11.79       9.26        6.52        0.92        
168         11.79       9.25        6.52        0.92        
169         11.79       9.25        6.52        0.92        
170         11.79       9.25        6.52        0.92        
171         11.73       9.24        6.52        0.91        
172         11.73       9.23        6.52        0.91        
173         11.73       9.22        6.52        0.91        
174         11.73       9.22        6.52        0.92        
175         11.73       9.21        6.52        0.91        
176         11.73       9.21        6.52        0.91        
177         11.73       9.21        6.52        0.91        
178         11.73       9.21        6.52        0.91        
179         11.44       9.20        6.52        0.91        
180         11.44       9.19        6.52        0.90        
181         11.44       9.18        6.52        0.90        
182         11.30       9.17        6.52        0.89        
183         11.30       9.16        6.52        0.88        
184         11.30       9.16        6.52        0.88        
185         11.30       9.15        6.52        0.88        
186         11.19       9.15        6.52        0.88        
187         11.19       9.15        6.52        0.88        
188         11.19       9.14        6.52        0.88        
189         11.19       9.14        6.52        0.88        
190         11.19       9.14        6.52        0.88        
191         11.19       9.13        6.52        0.88        
192         11.19       9.12        6.52        0.87        
193         11.19       9.12        6.52        0.87        
194         11.19       9.12        6.52        0.86        
195         11.19       9.12        6.52        0.86        
196         11.19       9.11        6.52        0.87        
197         11.19       9.11        6.52        0.87        
198         11.12       9.11        6.52        0.87        
199         11.12       9.10        6.52        0.87        
200         11.12       9.10        6.52        0.87        
201         11.12       9.10        6.52        0.87        
202         11.12       9.09        6.52        0.87        
203         11.12       9.09        6.52        0.87        
204         11.12       9.09        6.52        0.87        
205         11.12       9.09        6.52        0.87        
206         11.12       9.09        6.52        0.87        
207         11.12       9.09        6.52        0.87        
208         11.12       9.09        6.52        0.87        
209         11.12       9.09        6.52        0.87        
210         11.12       9.08        6.52        0.87        
211         11.12       9.08        6.52        0.87        
212         11.12       9.08        6.52        0.87        
213         11.12       9.08        6.52        0.87        
214         11.12       9.08        6.52        0.87        
215         11.12       9.06        6.52        0.87        
216         11.12       9.06        6.52        0.88        
217         11.12       9.05        6.52        0.87        
218         11.12       9.05        6.52        0.87        
219         11.12       9.05        6.52        0.87        
220         11.12       9.05        6.52        0.88        
221         11.12       9.04        6.52        0.88        
222         11.07       9.04        6.52        0.88        
223         11.07       9.04        6.52        0.88        
224         11.07       9.04        6.52        0.88        
225         11.07       9.04        6.52        0.88        
226         11.07       9.04        6.52        0.88        
227         11.07       9.04        6.52        0.88        
228         11.07       9.04        6.52        0.88        
229         11.07       9.04        6.52        0.88        
230         11.07       9.04        6.52        0.88        
231         11.07       9.04        6.52        0.88        
232         11.07       9.03        6.52        0.89        
233         11.07       9.03        6.52        0.89        
234         11.07       9.03        6.52        0.89        
235         11.07       9.02        6.52        0.89        
236         11.07       9.02        6.52        0.89        
237         11.07       9.02        6.52        0.89        
238         11.07       9.02        6.52        0.89        
239         11.07       9.02        6.52        0.89        
240         11.07       9.02        6.52        0.89        
241         11.07       9.02        6.52        0.89        
242         11.07       9.02        6.52        0.89        
243         11.07       9.02        6.52        0.88        
244         11.07       9.01        6.52        0.89        
245         11.07       9.01        6.52        0.89        
246         11.07       9.01        6.52        0.89        
247         11.07       9.01        6.52        0.89        
248         11.07       9.00        6.52        0.88        
249         11.07       9.00        6.52        0.88        
250         11.07       9.00        6.52        0.88        
251         11.07       8.99        6.52        0.88        
252         11.07       8.99        6.52        0.88        
253         11.07       8.99        6.52        0.88        
254         11.07       8.99        6.52        0.88        
255         11.07       8.99        6.52        0.88        
256         11.07       8.99        6.52        0.88        
257         11.07       8.98        6.52        0.88        
258         11.07       8.98        6.52        0.88        
259         11.07       8.97        6.52        0.88        
260         11.07       8.97        6.52        0.88        
261         11.07       8.97        6.52        0.88        
262         11.07       8.97        6.52        0.88        
263         11.07       8.97        6.52        0.88        
264         11.07       8.97        6.52        0.88        
265         11.07       8.97        6.52        0.88        
266         11.07       8.96        6.52        0.89        
267         11.07       8.96        6.52        0.89        
268         11.07       8.95        6.52        0.89        
269         11.07       8.95        6.52        0.89        
270         11.07       8.95        6.52        0.89        
271         11.07       8.95        6.52        0.89        
272         11.07       8.95        6.52        0.89        
273         11.07       8.95        6.52        0.89        
274         10.84       8.95        6.52        0.89        
275         10.84       8.94        6.52        0.88        
276         10.84       8.94        6.52        0.88        
277         10.84       8.94        6.52        0.88        
278         10.84       8.94        6.52        0.88        
279         10.84       8.94        6.52        0.88        
280         10.84       8.93        6.52        0.88        
281         10.84       8.93        6.52        0.88        
282         10.84       8.93        6.52        0.88        
283         10.84       8.93        6.52        0.88        
284         10.84       8.92        6.52        0.88        
285         10.84       8.92        6.52        0.88        
286         10.84       8.92        6.52        0.88        
287         10.84       8.92        6.52        0.88        
288         10.84       8.92        6.52        0.88        
289         10.84       8.92        6.52        0.88        
290         10.84       8.92        6.52        0.88        
291         10.84       8.92        6.52        0.88        
292         10.84       8.92        6.52        0.88        
293         10.84       8.92        6.52        0.88        
294         10.84       8.92        6.52        0.88        
295         10.84       8.91        6.52        0.88        
296         10.84       8.90        6.52        0.88        
297         10.84       8.89        6.52        0.88        
298         10.84       8.89        6.52        0.87        
299         10.84       8.88        6.52        0.87        
300         10.84       8.88        6.52        0.87        
301         10.84       8.88        6.52        0.87        
302         10.84       8.88        6.52        0.87        
303         10.84       8.88        6.52        0.87        
304         10.84       8.88        6.52        0.87        
305         10.84       8.88        6.52        0.87        
306         10.84       8.88        6.52        0.87        
307         10.84       8.87        6.52        0.87        
308         10.84       8.87        6.52        0.87        
309         10.84       8.87        6.52        0.87        
310         10.84       8.87        6.52        0.87        
311         10.84       8.86        6.52        0.87        
312         10.84       8.86        6.52        0.87        
313         10.84       8.86        6.52        0.87        
314         10.84       8.86        6.52        0.87        
315         10.84       8.86        6.52        0.87        
316         10.84       8.86        6.52        0.86        
317         10.84       8.86        6.52        0.86        
318         10.84       8.86        6.52        0.86        
319         10.84       8.85        6.52        0.85        
320         10.84       8.85        6.52        0.85        
321         10.84       8.85        6.52        0.85        
322         10.84       8.84        6.52        0.85        
323         10.84       8.84        6.52        0.85        
324         10.84       8.84        6.52        0.85        
325         10.84       8.84        6.52        0.85        
326         10.84       8.84        6.52        0.85        
327         10.84       8.84        6.52        0.85        
328         10.84       8.83        6.52        0.85        
329         10.84       8.83        6.52        0.85        
330         10.84       8.83        6.52        0.85        
331         10.84       8.82        6.52        0.84        
332         10.84       8.82        6.52        0.84        
333         10.84       8.82        6.52        0.84        
334         10.84       8.81        6.52        0.84        
335         10.84       8.81        6.52        0.84        
336         10.84       8.81        6.52        0.84        
337         10.84       8.81        6.52        0.84        
338         10.84       8.81        6.52        0.84        
339         10.84       8.81        6.52        0.84        
340         10.84       8.81        6.52        0.84        
341         10.84       8.81        6.52        0.84        
342         10.84       8.80        6.52        0.83        
343         10.84       8.80        6.52        0.83        
344         10.84       8.80        6.52        0.84        
345         10.84       8.80        6.52        0.84        
346         10.84       8.80        6.52        0.83        
347         10.84       8.80        6.52        0.83        
348         10.84       8.79        6.52        0.83        
349         10.84       8.79        6.52        0.83        
350         10.84       8.78        6.52        0.83        
351         10.84       8.78        6.52        0.83        
352         10.84       8.77        6.52        0.83        
353         10.84       8.77        6.52        0.83        
354         10.84       8.77        6.52        0.83        
355         10.84       8.77        6.52        0.83        
356         10.84       8.77        6.52        0.83        
357         10.84       8.76        6.52        0.83        
358         10.84       8.76        6.52        0.83        
359         10.84       8.76        6.52        0.83        
360         10.84       8.76        6.52        0.83        
361         10.84       8.76        6.52        0.83        
362         10.84       8.76        6.52        0.83        
363         10.84       8.76        6.52        0.83        
364         10.80       8.75        6.52        0.82        
365         10.80       8.75        6.52        0.82        
366         10.80       8.75        6.52        0.82        
367         10.80       8.75        6.52        0.82        
368         10.80       8.75        6.52        0.82        
369         10.80       8.75        6.52        0.82        
370         10.80       8.75        6.52        0.82        
371         10.80       8.75        6.52        0.82        
372         10.80       8.75        6.52        0.82        
373         10.80       8.74        6.52        0.82        
374         10.80       8.74        6.52        0.82        
375         10.80       8.74        6.52        0.82        
376         10.80       8.74        6.52        0.82        
377         10.80       8.74        6.52        0.82        
378         10.80       8.74        6.52        0.82        
379         10.80       8.74        6.52        0.82        
380         10.80       8.74        6.52        0.81        
381         10.80       8.74        6.52        0.81        
382         10.80       8.73        6.52        0.81        
383         10.80       8.73        6.52        0.81        
384         10.80       8.73        6.52        0.81        
385         10.80       8.73        6.52        0.81        
386         10.80       8.73        6.52        0.81        
387         10.80       8.73        6.52        0.81        
388         10.80       8.73        6.52        0.81        
389         10.80       8.73        6.52        0.81        
390         10.80       8.73        6.52        0.81        
391         10.80       8.73        6.52        0.81        
392         10.80       8.72        6.52        0.81        
393         10.80       8.72        6.52        0.81        
394         10.80       8.72        6.52        0.81        
395         10.80       8.72        6.52        0.81        
396         10.80       8.72        6.52        0.81        
397         10.80       8.72        6.52        0.81        
398         10.80       8.72        6.52        0.81        
399         10.80       8.72        6.52        0.81        
400         10.80       8.71        6.52        0.81        
401         10.80       8.71        6.52        0.81        
402         10.80       8.71        6.52        0.81        
403         10.80       8.71        6.52        0.81        
404         10.80       8.71        6.52        0.81        
405         10.80       8.71        6.52        0.81        
406         10.80       8.71        6.52        0.81        
407         10.80       8.71        6.52        0.81        
408         10.80       8.71        6.52        0.81        
409         10.80       8.71        6.52        0.81        
410         10.80       8.71        6.52        0.81        
411         10.80       8.70        6.52        0.80        
412         10.80       8.70        6.52        0.80        
413         10.80       8.70        6.52        0.80        
414         10.80       8.70        6.52        0.80        
415         10.80       8.70        6.52        0.80        
416         10.80       8.70        6.52        0.80        
417         10.80       8.70        6.52        0.80        
418         10.80       8.70        6.52        0.80        
419         10.80       8.69        6.52        0.79        
420         10.80       8.69        6.52        0.79        
421         10.80       8.69        6.52        0.79        
422         10.80       8.69        6.52        0.79        
423         10.80       8.69        6.52        0.79        
424         10.80       8.69        6.52        0.79        
425         10.80       8.69        6.52        0.79        
426         10.80       8.69        6.52        0.79        
427         10.80       8.69        6.52        0.79        
428         10.80       8.69        6.52        0.79        
429         10.80       8.69        6.52        0.79        
430         10.80       8.68        6.52        0.79        
431         10.80       8.68        6.52        0.79        
432         10.80       8.68        6.52        0.79        
433         10.80       8.68        6.52        0.79        
434         10.80       8.68        6.52        0.79        
435         10.80       8.67        6.52        0.80        
436         10.80       8.67        6.52        0.80        
437         10.80       8.67        6.52        0.80        
438         10.79       8.67        6.52        0.80        
439         10.79       8.67        6.52        0.80        
440         10.79       8.67        6.52        0.80        
441         10.79       8.67        6.52        0.80        
442         10.79       8.67        6.52        0.80        
443         10.79       8.66        6.52        0.80        
444         10.79       8.66        6.52        0.80        
445         10.79       8.66        6.52        0.79        
446         10.79       8.66        6.52        0.79        
447         10.79       8.66        6.52        0.79        
448         10.79       8.66        6.52        0.79        
449         10.79       8.66        6.52        0.79        
450         10.79       8.66        6.52        0.79        
451         10.79       8.66        6.52        0.79        
452         10.79       8.65        6.52        0.79        
453         10.79       8.65        6.52        0.79        
454         10.79       8.65        6.52        0.79        
455         10.79       8.65        6.52        0.79        
456         10.79       8.64        6.52        0.79        
457         10.79       8.64        6.52        0.79        
458         10.79       8.64        6.52        0.79        
459         10.79       8.64        6.52        0.79        
460         10.79       8.64        6.52        0.79        
461         10.79       8.64        6.52        0.79        
462         10.79       8.64        6.52        0.79        
463         10.79       8.64        6.52        0.79        
464         10.79       8.64        6.52        0.79        
465         10.79       8.64        6.52        0.79        
466         10.79       8.64        6.52        0.79        
467         10.79       8.64        6.52        0.79        
468         10.79       8.64        6.52        0.79        
469         10.79       8.63        6.52        0.78        
470         10.79       8.63        6.52        0.78        
471         10.79       8.63        6.52        0.78        
472         10.79       8.63        6.52        0.78        
473         10.79       8.63        6.52        0.78        
474         10.79       8.63        6.52        0.78        
