Fitness Progress Results
Population Size: 20
Steps: 500

Generation  Best        Average     Worst       StdDev      
0           inf         inf         8.06        nan         
1           19.23       14.19       8.06        1.72        
2           18.09       14.02       8.06        1.61        
3           17.68       13.89       8.06        1.55        
4           16.96       13.77       8.06        1.51        
5           16.94       13.67       8.06        1.47        
6           16.78       13.60       8.06        1.44        
7           16.55       13.52       8.06        1.41        
8           16.25       13.43       7.15        1.42        
9           15.98       13.33       7.15        1.41        
10          15.84       13.28       7.15        1.39        
11          15.84       13.23       7.15        1.37        
12          15.74       13.17       7.15        1.35        
13          15.70       13.11       7.15        1.33        
14          15.70       13.07       7.15        1.32        
15          15.70       13.02       7.15        1.30        
16          15.50       12.97       7.15        1.28        
17          15.17       12.93       7.15        1.27        
18          15.17       12.88       7.15        1.26        
19          15.17       12.84       7.15        1.25        
20          15.17       12.82       7.15        1.25        
21          15.17       12.79       7.15        1.23        
22          15.17       12.77       7.15        1.23        
23          15.17       12.73       7.15        1.22        
24          15.17       12.71       7.15        1.23        
25          15.08       12.67       7.15        1.22        
26          15.08       12.64       7.15        1.21        
27          14.97       12.62       7.15        1.20        
28          14.97       12.58       7.15        1.21        
29          14.97       12.55       7.15        1.20        
30          14.97       12.53       7.15        1.19        
31          14.84       12.50       7.15        1.19        
32          14.82       12.47       7.15        1.18        
33          14.70       12.42       7.15        1.18        
34          14.70       12.40       7.15        1.17        
35          14.70       12.38       7.15        1.17        
36          14.70       12.34       7.15        1.16        
37          14.57       12.31       7.07        1.17        
38          14.57       12.26       7.07        1.18        
39          14.57       12.24       7.07        1.18        
40          14.42       12.22       7.07        1.17        
41          14.42       12.18       7.07        1.17        
42          14.38       12.15       7.07        1.17        
43          14.38       12.12       7.07        1.16        
44          14.23       12.10       7.07        1.15        
45          14.23       12.06       7.07        1.16        
46          14.20       12.03       7.07        1.16        
47          14.20       12.01       7.07        1.15        
48          14.20       11.99       7.07        1.15        
49          14.20       11.97       7.07        1.15        
50          14.18       11.96       7.07        1.15        
51          14.18       11.94       7.07        1.15        
52          14.18       11.91       7.07        1.15        
53          14.18       11.89       7.07        1.15        
54          14.18       11.87       7.07        1.15        
55          14.18       11.86       7.07        1.15        
56          14.18       11.84       7.07        1.15        
57          14.18       11.83       7.07        1.14        
58          14.18       11.81       7.07        1.14        
59          13.97       11.80       7.07        1.13        
60          13.97       11.78       7.07        1.13        
61          13.84       11.76       7.07        1.13        
62          13.82       11.74       7.07        1.12        
63          13.82       11.73       7.07        1.12        
64          13.78       11.71       7.07        1.11        
65          13.78       11.70       7.07        1.11        
66          13.78       11.69       7.07        1.10        
67          13.76       11.67       7.07        1.11        
68          13.76       11.66       7.07        1.11        
69          13.76       11.64       7.07        1.11        
70          13.76       11.62       7.07        1.12        
71          13.72       11.61       7.07        1.11        
72          13.72       11.59       7.07        1.12        
73          13.72       11.58       7.07        1.11        
74          13.71       11.56       7.07        1.11        
75          13.71       11.54       7.07        1.11        
76          13.71       11.53       7.07        1.10        
77          13.71       11.51       7.07        1.10        
78          13.71       11.50       7.07        1.10        
79          13.63       11.49       7.07        1.10        
80          13.61       11.48       7.07        1.09        
81          13.61       11.47       7.07        1.09        
82          13.42       11.46       7.07        1.09        
83          13.42       11.44       7.07        1.09        
84          13.42       11.42       7.07        1.09        
85          13.42       11.40       7.07        1.09        
86          13.40       11.39       7.07        1.09        
87          13.40       11.37       7.07        1.09        
88          13.40       11.36       7.07        1.09        
89          13.40       11.34       7.07        1.09        
90          13.40       11.32       7.07        1.10        
91          13.40       11.29       6.71        1.12        
92          13.40       11.28       6.71        1.11        
93          13.40       11.28       6.71        1.11        
94          13.40       11.27       6.71        1.11        
95          13.37       11.26       6.71        1.11        
96          13.35       11.25       6.71        1.11        
97          13.35       11.23       6.71        1.11        
98          13.35       11.22       6.71        1.11        
99          13.35       11.22       6.71        1.11        
100         13.35       11.21       6.71        1.10        
101         13.35       11.19       6.71        1.10        
102         13.34       11.17       6.71        1.11        
103         13.34       11.16       6.71        1.11        
104         13.34       11.14       6.71        1.11        
105         13.34       11.12       6.71        1.10        
106         13.34       11.11       6.71        1.10        
107         13.34       11.09       6.71        1.11        
108         13.34       11.08       6.71        1.11        
109         13.34       11.07       6.71        1.11        
110         13.34       11.06       6.71        1.12        
111         13.34       11.04       6.71        1.12        
112         13.24       11.03       6.71        1.12        
113         13.24       11.02       6.71        1.12        
114         13.24       11.01       6.71        1.12        
115         13.24       11.01       6.71        1.12        
116         13.11       10.99       6.71        1.12        
117         13.11       10.98       6.71        1.12        
118         13.11       10.97       6.71        1.13        
119         13.11       10.96       6.71        1.13        
120         13.11       10.95       6.71        1.13        
121         13.01       10.95       6.71        1.13        
122         12.99       10.94       6.71        1.13        
123         12.99       10.92       6.71        1.14        
124         12.94       10.91       6.71        1.14        
125         12.94       10.89       6.71        1.14        
126         12.94       10.88       6.71        1.14        
127         12.93       10.87       6.71        1.13        
128         12.93       10.85       6.71        1.13        
129         12.93       10.84       6.71        1.13        
130         12.93       10.83       6.71        1.13        
131         12.92       10.81       6.71        1.12        
132         12.92       10.79       6.71        1.12        
133         12.92       10.78       6.71        1.12        
134         12.92       10.78       6.71        1.12        
135         12.92       10.77       6.71        1.12        
136         12.92       10.76       6.71        1.12        
137         12.92       10.76       6.71        1.11        
138         12.92       10.75       6.71        1.12        
139         12.92       10.74       6.71        1.12        
140         12.92       10.73       6.71        1.12        
141         12.92       10.73       6.71        1.12        
142         12.92       10.72       6.71        1.12        
143         12.92       10.71       6.71        1.12        
144         12.92       10.71       6.71        1.11        
145         12.84       10.70       6.71        1.11        
146         12.84       10.69       6.71        1.11        
147         12.84       10.69       6.71        1.11        
148         12.84       10.69       6.71        1.11        
149         12.84       10.68       6.71        1.11        
150         12.84       10.68       6.71        1.11        
151         12.84       10.68       6.71        1.10        
152         12.84       10.67       6.71        1.10        
153         12.84       10.66       6.71        1.11        
154         12.84       10.65       6.71        1.11        
155         12.84       10.64       6.71        1.10        
156         12.84       10.63       6.71        1.11        
157         12.84       10.63       6.71        1.10        
158         12.84       10.62       6.71        1.10        
159         12.84       10.62       6.71        1.10        
160         12.84       10.61       6.71        1.10        
161         12.84       10.60       6.71        1.10        
162         12.84       10.60       6.71        1.10        
163         12.84       10.59       6.71        1.09        
164         12.84       10.59       6.71        1.09        
165         12.84       10.58       6.71        1.09        
166         12.84       10.58       6.71        1.09        
167         12.84       10.57       6.71        1.09        
168         12.84       10.56       6.71        1.09        
169         12.77       10.55       6.71        1.09        
170         12.77       10.55       6.71        1.09        
171         12.72       10.54       6.71        1.09        
172         12.62       10.53       6.71        1.08        
173         12.62       10.52       6.71        1.09        
174         12.62       10.51       6.71        1.08        
175         12.62       10.51       6.71        1.08        
176         12.62       10.50       6.71        1.08        
177         12.62       10.50       6.71        1.08        
178         12.62       10.49       6.71        1.08        
179         12.62       10.49       6.71        1.08        
180         12.62       10.49       6.71        1.08        
181         12.62       10.49       6.71        1.08        
182         12.62       10.48       6.71        1.08        
183         12.62       10.48       6.71        1.08        
184         12.62       10.47       6.71        1.08        
185         12.62       10.46       6.71        1.08        
186         12.62       10.46       6.71        1.07        
187         12.62       10.45       6.71        1.07        
188         12.62       10.44       6.71        1.08        
189         12.62       10.43       6.71        1.08        
190         12.62       10.43       6.71        1.08        
191         12.62       10.43       6.71        1.08        
192         12.62       10.42       6.71        1.08        
193         12.62       10.42       6.71        1.08        
194         12.62       10.41       6.71        1.08        
195         12.62       10.41       6.71        1.08        
196         12.62       10.40       6.71        1.08        
197         12.62       10.39       6.71        1.08        
198         12.62       10.39       6.71        1.08        
199         12.62       10.38       6.71        1.08        
200         12.62       10.38       6.71        1.08        
201         12.62       10.37       6.71        1.08        
202         12.58       10.37       6.71        1.08        
203         12.58       10.36       6.71        1.08        
204         12.58       10.36       6.71        1.08        
205         12.58       10.35       6.71        1.08        
206         12.58       10.34       6.71        1.08        
207         12.58       10.33       6.71        1.08        
208         12.58       10.32       6.71        1.07        
209         12.58       10.32       6.71        1.07        
210         12.58       10.32       6.71        1.07        
211         12.51       10.31       6.71        1.07        
212         12.51       10.31       6.71        1.07        
213         12.51       10.31       6.71        1.07        
214         12.51       10.31       6.71        1.07        
215         12.51       10.30       6.71        1.07        
216         12.51       10.30       6.71        1.07        
217         12.51       10.30       6.71        1.07        
218         12.45       10.29       6.71        1.07        
219         12.45       10.29       6.71        1.07        
220         12.45       10.28       6.71        1.07        
221         12.45       10.27       6.71        1.07        
222         12.45       10.27       6.71        1.07        
223         12.45       10.26       6.71        1.07        
224         12.45       10.26       6.71        1.07        
225         12.45       10.25       6.71        1.07        
226         12.45       10.25       6.71        1.07        
227         12.45       10.24       6.71        1.07        
228         12.45       10.24       6.71        1.07        
229         12.45       10.23       6.71        1.06        
