Fitness Progress Results
Population Size: 10
Steps: 250

Generation  Best        Average     Worst       StdDev      
208         10.95       9.30        5.54        0.83        
209         10.95       9.28        5.54        0.83        
210         10.95       9.28        5.54        0.83        
211         10.95       9.28        5.54        0.83        
212         10.95       9.27        5.54        0.83        
213         10.95       9.26        5.54        0.83        
214         10.95       9.26        5.54        0.83        
215         10.95       9.26        5.54        0.83        
216         10.95       9.26        5.54        0.83        
217         10.95       9.26        5.54        0.83        
218         10.95       9.25        5.54        0.84        
219         10.95       9.25        5.54        0.83        
220         10.95       9.24        5.54        0.83        
221         10.95       9.24        5.54        0.83        
222         10.95       9.24        5.54        0.83        
223         10.95       9.23        5.54        0.83        
224         10.95       9.23        5.54        0.82        
225         10.95       9.22        5.54        0.82        
226         10.95       9.22        5.54        0.82        
227         10.95       9.22        5.54        0.82        
228         10.95       9.22        5.54        0.82        
229         10.95       9.21        5.54        0.82        
230         10.95       9.21        5.54        0.82        
231         10.95       9.21        5.54        0.82        
232         10.95       9.20        5.54        0.82        
233         10.95       9.19        5.54        0.82        
234         10.95       9.19        5.54        0.82        
235         10.95       9.19        5.54        0.82        
236         10.95       9.18        5.54        0.81        
237         10.95       9.18        5.54        0.81        
238         10.95       9.18        5.54        0.81        
239         10.95       9.17        5.54        0.81        
240         10.94       9.17        5.54        0.81        
241         10.94       9.16        5.54        0.81        
242         10.94       9.16        5.54        0.81        
243         10.94       9.15        5.54        0.81        
244         10.94       9.15        5.54        0.81        
245         10.94       9.14        5.54        0.81        
246         10.94       9.14        5.54        0.81        
247         10.94       9.14        5.54        0.81        
248         10.93       9.14        5.54        0.80        
249         10.93       9.14        5.54        0.80        
